Matrix,row,col,nnz,Alphasparse_w_time_buf_s (ms),Alphasparse_w_time_anly_s (ms),Alphasparse_w_time_solv_s (ms),Alphasparse_w_time_totl_s (ms),Alphasparse_wo_time_buf_s (ms),Alphasparse_wo_time_anly_s (ms),Alphasparse_wo_time_solv_s (ms),Alphasparse_wo_time_totl_s (ms),cusparse_time_buf_s (ms),cusparse_time_anly_s (ms),cusparse_time_solv_s (ms),cusparse_time_totl_s (ms),Alphasparse_w_time_buf_d (ms),Alphasparse_w_time_anly_d (ms),Alphasparse_w_time_solv_d(ms),Alphasparse_w_time_totl_d (ms),Alphasparse_wo_time_buf_d (ms),Alphasparse_wo_time_anly_d (ms),Alphasparse_wo_time_solv_d (ms),Alphasparse_wo_time_totl_d (ms),cusparse_time_buf_d (ms),cusparse_time_anly_d (ms),cusparse_time_solv_d (ms),cusparse_time_totl_d (ms)
dynamicSoaringProblem_2.mtx,1591,1591,16285,0.00576,18.0964,0.0160416,18.1182,0.002464,0.007136,0.0242112,0.0338112,0.005856,23.0496,0.0132896,23.0687,0.007584,19.7487,0.0160416,19.7723,0.002528,0.00704,0.0240416,0.0336096,0.005984,23.2594,0.0128352,23.2782
dynamicSoaringProblem_3.mtx,2871,2871,33279,0.006528,18.2001,0.0199136,18.2265,0.002528,0.00688,0.0239168,0.0333248,0.005344,23.0625,0.0128284,23.0806,0.007552,19.8769,0.0201504,19.9046,0.00256,0.007072,0.0253472,0.0349792,0.006208,23.1863,0.0125664,23.205
dynamicSoaringProblem_4.mtx,3191,3191,37913,0.006432,18.2626,0.019856,18.2888,0.002528,0.007744,0.0249031,0.0351751,0.00544,23.0138,0.0127744,23.032,0.008064,19.8604,0.0208672,19.8893,0.002464,0.006304,0.0265031,0.0352711,0.006336,23.2352,0.0127392,23.2542
dynamicSoaringProblem_5.mtx,3271,3271,38221,0.006432,18.2663,0.019536,18.2923,0.00256,0.00736,0.0246848,0.0346048,0.005024,22.8212,0.012624,22.8389,0.007936,22.4411,0.0215584,22.4706,0.002496,0.0072,0.0260032,0.0356992,0.00592,23.1773,0.0133184,23.1966
dynamicSoaringProblem_6.mtx,3431,3431,38243,0.00656,18.1804,0.0236928,18.2107,0.002496,0.006848,0.0249984,0.0343424,0.00528,23.1482,0.0125888,23.166,0.007104,21.0587,0.0192192,21.085,0.002496,0.007616,0.02592,0.036032,0.006272,23.7609,0.0126752,23.7799
dynamicSoaringProblem_7.mtx,3511,3511,39217,0.006272,18.1156,0.0228576,18.1448,0.002496,0.007104,0.024208,0.033808,0.005664,23.468,0.0172231,23.4909,0.007456,20.5095,0.0202272,20.5372,0.002464,0.007648,0.0269344,0.0370464,0.006752,26.6848,0.0140978,26.7056
dynamicSoaringProblem_8.mtx,3543,3543,39687,0.006368,18.2382,0.0192896,18.2639,0.002496,0.006784,0.0244608,0.0337408,0.00544,24.2061,0.0175744,24.2291,0.008,20.2443,0.0194311,20.2717,0.002496,0.007392,0.0261536,0.0360416,0.00576,23.417,0.0145152,23.4373
e40r0100.mtx,17281,17281,553562,0.00704,18.1073,0.678621,18.7929,0.002656,0.00896,0.837782,0.849398,0.00576,29.4477,1.2237,30.6772,0.009248,19.1637,0.688365,19.8614,0.002848,0.006976,0.88457,0.894394,0.00688,26.0678,0.770173,26.8449
EAT_RS.mtx,23219,23219,348247,0.007392,18.1627,0.30633,18.4764,0.003008,0.00736,0.572397,0.582765,0.006048,24.5387,0.39984,24.9446,0.009632,19.5434,0.215421,19.7684,0.002656,0.010944,0.512054,0.525654,0.006496,24.3656,0.306384,24.6785
EAT_SR.mtx,23219,23219,348244,0.007616,18.2719,0.264416,18.544,0.00304,0.006848,0.313757,0.323645,0.00592,27.443,0.323453,27.7724,0.009248,19.5631,0.214144,19.7865,0.00304,0.010304,0.335309,0.348653,0.006624,25.8207,0.240669,26.068
ecl32.mtx,51993,51993,380415,0.007584,17.8589,0.295018,18.1615,0.003008,0.00736,0.236915,0.247283,0.0056,23.4793,0.294061,23.779,0.004128,19.754,0.241821,20,0.002656,0.008064,0.224771,0.235491,0.006496,23.4224,0.217776,23.6467
ecology1.mtx,1000000,1000000,4996000,0.155904,180.158,6.5965,186.911,0.003744,0.008288,9.93982,9.95185,0.00448,39.6177,7.71404,47.3362,0.186528,161.306,6.49809,167.991,0.004224,0.008384,12.4762,12.4888,0.0072,35.2532,6.43628,41.6967
ecology2.mtx,999999,999999,4995991,0.158432,175.008,6.48225,181.648,0.004448,0.008448,12.0268,12.0397,0.004576,40.9553,7.85847,48.8183,0.188576,142.186,4.92646,147.301,0.003296,0.007488,9.49634,9.50712,0.007456,34.8451,6.27286,41.1254
email-Enron.mtx,36692,36692,404354,0.008416,20.0038,0.563789,20.576,0.002688,0.007232,1.7905,1.80042,0.00592,40.8602,1.08244,41.9485,0.008832,21.7588,0.610483,22.3782,0.002688,0.010944,1.84822,1.86186,0.006528,37.0393,0.970406,38.0163
email-EuAll.mtx,265214,265214,684170,0.09088,18.3786,0.560214,19.0297,0.002688,0.00704,2.97747,2.98719,0.003552,44.5927,0.34335,44.9396,0.566496,31.268,0.594589,32.4291,0.002688,0.007488,3.34368,3.35386,0.003424,44.237,0.352819,44.5932
email.mtx,1133,1133,12035,0.006208,18.3155,0.0976924,18.4194,0.002496,0.00672,0.150909,0.160125,0.005664,23.2563,0.147568,23.4096,0.007264,20.106,0.109622,20.2229,0.002496,0.006784,0.139779,0.149059,0.006464,23.5316,0.143504,23.6816
Emilia_923.mtx,923136,923136,41005206,0.178528,47.015,12.5988,59.7923,0.004448,0.009184,22.066,22.0797,0.006176,106.72,10.6863,117.413,0.170656,43.6589,11.3099,55.1395,0.003904,0.0096,14.1938,14.2073,0.004224,131.372,11.6162,142.993
engine.mtx,143571,143571,4706073,0.097536,22.39,2.70603,25.1936,0.003264,0.008384,2.56293,2.57458,0.00448,43.1221,3.76117,46.8878,0.099232,23.2849,2.86342,26.2475,0.004224,0.008608,3.63215,3.64498,0.003904,41.399,3.64222,45.0452
enron.mtx,69244,69244,343852,0.005376,24.3278,0.932186,25.2654,0.003296,0.008,2.47803,2.48933,0.005568,34.8976,1.11526,36.0185,0.166528,20.206,1.02653,21.3991,0.003264,0.00896,2.62403,2.63625,0.006528,30.1412,0.869171,31.0169
EPA.mtx,4772,4772,13737,0.00624,18.2401,0.024224,18.2705,0.003136,0.010048,0.0503136,0.0634976,0.006048,24.0107,0.0286898,24.0455,0.007904,19.6159,0.0283968,19.6522,0.00304,0.007072,0.0494208,0.0595328,0.006624,22.6989,0.0211104,22.7266
epb0.mtx,1794,1794,7764,0.00624,18.3948,0.428006,18.829,0.00272,0.007104,0.444253,0.454077,0.006016,26.1948,0.700422,26.9013,0.007392,19.9262,0.421331,20.3549,0.002784,0.007104,0.481018,0.490906,0.006368,24.4196,0.570726,24.9967
epb1.mtx,14734,14734,95053,0.00736,18.8475,0.48775,19.3426,0.00272,0.011296,0.655869,0.669885,0.005376,25.2086,0.853664,26.0676,0.008576,20.4128,0.528131,20.9495,0.003008,0.00736,0.709878,0.720246,0.007296,24.5258,0.637251,25.1704
epb2.mtx,25228,25228,175027,0.00736,19.57,0.990992,20.5683,0.00272,0.007936,1.14228,1.15294,0.005568,27.9949,1.75641,29.7569,0.008832,20.2075,1.08188,21.2982,0.003008,0.008192,1.3425,1.3537,0.006432,26.363,1.30558,27.675
epb3.mtx,84617,84617,463625,0.157824,22.1279,1.46969,23.7555,0.002688,0.006912,1.55293,1.56253,0.006144,26.8141,1.68563,28.5059,0.00272,22.703,1.29483,24.0006,0.00288,0.007008,1.64393,1.65382,0.002752,26.3638,1.60923,27.9758
Erdos02.mtx,6927,6927,23871,0.006784,18.4823,0.041024,18.5301,0.002688,0.00736,0.195821,0.205869,0.00576,23.234,0.043584,23.2834,0.008192,19.5707,0.035328,19.6142,0.00256,0.00768,0.159347,0.169587,0.005952,23.2815,0.046444,23.3339
Erdos971.mtx,472,472,3100,0.00608,18.426,0.0463008,18.4783,0.002848,0.006752,0.069056,0.078656,0.006336,22.8342,0.0459154,22.8865,0.007456,20.6384,0.0431424,20.689,0.00256,0.006624,0.0655456,0.0747296,0.006272,23.2423,0.051264,23.2998
Erdos972.mtx,5488,5488,19658,0.007296,18.5864,0.0335072,18.6272,0.002624,0.007936,0.05272,0.06328,0.00544,22.7445,0.040692,22.7907,0.008096,20.1092,0.0402368,20.1575,0.002592,0.007232,0.0510112,0.0608352,0.005984,22.8983,0.044192,22.9485
Erdos981.mtx,485,485,3247,0.006432,18.3986,0.0413792,18.4464,0.00256,0.006688,0.061792,0.07104,0.005728,22.8419,0.0602834,22.9079,0.007008,21.0961,0.04944,21.1525,0.002688,0.007072,0.0715872,0.0813472,0.006368,23.118,0.049888,23.1742
Erdos982.mtx,5822,5822,20572,0.006272,18.3597,0.0361376,18.4021,0.002624,0.006912,0.0519616,0.0614976,0.005312,23.1728,0.048096,23.2262,0.007712,20.2608,0.0426592,20.3111,0.002816,0.007872,0.0620896,0.0727776,0.005664,23.1883,0.046496,23.2404
Erdos991.mtx,492,492,3326,0.006272,18.4395,0.0489984,18.4948,0.002624,0.007392,0.0631904,0.0732064,0.006496,23.082,0.0510272,23.1395,0.006592,19.5828,0.0488,19.6381,0.002528,0.006848,0.0688416,0.0782176,0.00624,23.1847,0.0489344,23.2398
Erdos992.mtx,6100,6100,21130,0.006112,18.4995,0.048448,18.5541,0.002592,0.010848,0.0564352,0.0698752,0.00576,22.8116,0.047864,22.8652,0.007648,19.9973,0.0435616,20.0485,0.002464,0.010784,0.0531392,0.0663872,0.006016,23.1726,0.0524983,23.2311
eris1176.mtx,1176,1176,18552,0.006368,18.1413,0.185312,18.333,0.00288,0.0072,0.225597,0.235677,0.00544,23.7772,0.19953,23.9822,0.007296,21.7655,0.218237,21.9911,0.002496,0.011136,0.207955,0.221587,0.006112,24.2971,0.247869,24.5511
eu-2005.mtx,862664,862664,19596377,0.172448,37.5999,9.28746,47.0598,0.004,0.009664,16.8725,16.8862,0.007104,363.866,6.91978,370.793,0.194688,36.8006,7.26917,44.2644,0.004,0.008096,26.3216,26.3337,0.007584,356.705,7.55357,364.266
europe_osm.mtx,50912018,50912018,159021338,0.53648,442.479,184.603,627.618,0.005024,0.007072,30.7602,30.7723,0.00672,111.756,17.7913,129.554,0.60816,417.026,193.946,611.581,0.00336,0.009952,35.0307,35.044,0.00752,110.125,19.1413,129.274
eurqsa.mtx,7245,7245,48263,0.006208,18.2756,0.0481216,18.3299,0.002688,0.007136,0.0786304,0.0884544,0.005728,23.1417,0.0623954,23.2098,0.007712,20.1472,0.0523392,20.2073,0.002528,0.007296,0.0861952,0.0960192,0.005792,23.6142,0.0650987,23.6851
EVA.mtx,8497,8497,15221,0.006336,18.3262,0.0296032,18.3621,0.002496,0.006944,0.179546,0.188986,0.005472,23.0239,0.0243552,23.0538,0.007648,20.2817,0.0314624,20.3208,0.002688,0.007488,0.169968,0.180144,0.006624,22.7722,0.0226624,22.8014
ex10hs.mtx,2548,2548,57308,0.006688,18.2894,0.555293,18.8514,0.002496,0.008032,0.727405,0.737933,0.00528,26.3619,0.760557,27.1277,0.007584,21.7931,0.62031,22.421,0.002464,0.007712,0.741798,0.751974,0.006176,25.8928,0.682304,26.5813
ex10.mtx,2410,2410,54840,0.006592,18.5883,0.470794,19.0656,0.002496,0.006848,0.656256,0.6656,0.006208,25.9889,0.761466,26.7566,0.007488,21.5762,0.517744,22.1014,0.002496,0.006752,0.791795,0.801043,0.006528,25.6033,0.580992,26.1908
ex11.mtx,16614,16614,1096948,0.007808,20.21,2.13029,22.3481,0.002688,0.007616,2.16616,2.17646,0.005344,36.215,2.21248,38.4328,0.00848,20.8975,1.27115,22.1771,0.003616,0.00736,3.30583,3.31681,0.00688,29.817,1.28177,31.1056
ex12.mtx,3973,3973,80211,0.006656,18.7351,0.889165,19.6309,0.002496,0.007456,0.881603,0.891555,0.005344,28.4807,1.07338,29.5594,0.007456,20.8625,0.540829,21.4108,0.003584,0.006816,1.50735,1.51775,0.006144,25.017,0.617114,25.6402
ex13.mtx,2568,2568,75628,0.006528,19.0577,1.28441,20.3486,0.002816,0.007904,1.28991,1.30063,0.005728,29.5004,1.46038,30.9665,0.007392,21.6633,0.852355,22.523,0.002784,0.00688,1.21076,1.22042,0.005952,26.9692,0.986253,27.9614
ex14.mtx,3251,3251,66775,0.006656,18.7047,0.672307,19.3837,0.002944,0.007136,0.84327,0.85335,0.005504,25.6151,0.642019,26.2626,0.007392,20.3376,0.49849,20.8435,0.002784,0.00704,0.830989,0.840813,0.006272,25.1282,0.568528,25.703
ex15.mtx,6867,6867,98671,0.006528,21.1117,0.722474,21.8407,0.00288,0.00768,1.0894,1.09996,0.005984,25.6078,0.818176,26.4319,0.007904,21.3648,0.696013,22.0687,0.002912,0.011712,1.10291,1.11753,0.005952,25.4615,0.80047,26.2679
ex18.mtx,5773,5773,71805,0.006528,18.5997,0.422323,19.0286,0.00288,0.007392,0.501875,0.512147,0.0056,24.0249,0.4884,24.5189,0.007776,20.5556,0.453824,21.0172,0.002784,0.007136,0.621699,0.631619,0.006112,24.6371,0.52391,25.1671
ex19.mtx,12005,12005,259879,0.007264,18.5795,1.54293,20.1297,0.002496,0.006976,1.8424,1.85188,0.005472,29.6191,1.59852,31.2231,0.008128,22.6897,1.47442,24.1723,0.003584,0.00784,2.66995,2.68137,0.006496,29.4108,1.62574,31.043
ex1.mtx,560,560,9296,0.006336,18.4438,0.058468,18.5086,0.002496,0.005952,0.105926,0.114374,0.005376,22.7134,0.043072,22.7619,0.007712,21.9337,0.0438364,21.9852,0.003264,0.00672,0.150525,0.160509,0.006304,22.7753,0.0345422,22.8162
EX1.mtx,560,560,9296,0.006176,18.0919,0.048452,18.1465,0.002528,0.007328,0.105622,0.115478,0.005792,23.109,0.0352676,23.15,0.00816,20.1882,0.04082,20.2372,0.003232,0.006848,0.1396,0.14968,0.006176,23.0504,0.03504,23.0916
ex20.mtx,2203,2203,69981,0.006272,18.7264,1.33576,20.0685,0.002976,0.007584,1.69628,1.70684,0.005216,28.5669,1.1743,29.7464,0.007872,21.1012,1.28635,22.3954,0.003104,0.007456,1.98287,1.99343,0.006752,28.3153,1.12417,29.4462
ex21.mtx,656,656,19144,0.006496,18.1787,0.268787,18.454,0.002976,0.007744,0.38904,0.39976,0.005248,24.0057,0.264534,24.2755,0.00752,19.5219,0.26281,19.7922,0.003136,0.006752,0.481814,0.491702,0.006208,24.1769,0.255667,24.4388
ex22.mtx,839,839,22715,0.006048,18.3476,0.414656,18.7683,0.002592,0.010176,0.646221,0.658989,0.006016,25.1689,0.429667,25.6046,0.006656,19.9249,0.432611,20.3642,0.00368,0.0072,1.06503,1.07591,0.005952,24.6933,0.456742,25.156
ex23.mtx,1409,1409,43703,0.006208,18.1269,0.609491,18.7426,0.00256,0.006912,0.843187,0.852659,0.005792,27.8228,0.684762,28.5133,0.00672,21.181,0.632371,21.8201,0.00368,0.007072,1.23508,1.24584,0.005824,26.1292,0.579955,26.7149
ex24.mtx,2283,2283,48737,0.006432,18.2754,0.475072,18.7569,0.002496,0.01072,0.734829,0.748045,0.005152,25.8257,0.678867,26.5097,0.006848,21.6413,0.474054,22.1222,0.002528,0.006336,0.77528,0.784144,0.00592,25.1578,0.564835,25.7286
ex25.mtx,848,848,24612,0.006688,18.4102,0.286781,18.7037,0.002464,0.006816,0.318314,0.327594,0.006016,24.2488,0.319718,24.5745,0.007136,19.7554,0.235133,19.9977,0.002592,0.010816,0.363744,0.377152,0.006144,25.1193,0.264195,25.3897
ex26.mtx,2163,2163,94033,0.007072,18.3312,0.568502,18.9068,0.002496,0.007072,0.614502,0.62407,0.005344,25.5846,0.562992,26.1529,0.007584,20.9465,0.453914,21.408,0.002592,0.0072,0.633776,0.643568,0.006464,28.6373,0.468874,29.1126
ex27.mtx,974,974,40782,0.0064,18.7768,1.17113,19.9544,0.002496,0.006752,0.963229,0.972477,0.006208,28.2648,0.75088,29.0219,0.007168,20.9446,0.932541,21.8843,0.00256,0.006784,1.04827,1.05761,0.006592,26.6959,0.600938,27.3034
ex28.mtx,2603,2603,77781,0.006432,18.7034,0.682931,19.3928,0.002528,0.007008,0.775779,0.785315,0.005888,26.789,0.79897,27.5939,0.007488,20.3226,0.549379,20.8795,0.003456,0.007104,1.24161,1.25217,0.007072,26.0408,0.633654,26.6815
ex29.mtx,2870,2870,23754,0.006656,18.3265,0.368198,18.7014,0.00256,0.006464,0.311651,0.320675,0.006208,23.943,0.385235,24.3345,0.00784,21.1252,0.278646,21.4116,0.003168,0.00672,0.478099,0.487987,0.006368,23.7832,0.299533,24.0891
ex2.mtx,560,560,9296,0.006208,18.2963,0.050376,18.3529,0.002528,0.006912,0.105382,0.114822,0.005888,22.6967,0.037256,22.7398,0.007392,20.1737,0.0394848,20.2206,0.00336,0.006848,0.13551,0.145718,0.0064,22.7488,0.0342222,22.7895
EX2.mtx,560,560,9296,0.006464,18.077,0.05034,18.1338,0.002464,0.006592,0.105466,0.114522,0.00512,22.7743,0.037336,22.8168,0.006112,20.1472,0.0403982,20.1937,0.002752,0.007552,0.1224,0.132704,0.006208,23.0133,0.03772,23.0572
ex31.mtx,3909,3909,115357,0.006496,18.9449,0.605226,19.5566,0.002464,0.007456,1.0899,1.09982,0.005856,25.7927,0.638899,26.4374,0.007264,20.1713,0.612906,20.7914,0.002752,0.0072,1.26573,1.27568,0.006496,26.566,0.77753,27.35
ex32.mtx,1159,1159,11343,0.005728,18.3626,0.173766,18.5421,0.002496,0.007232,0.225696,0.235424,0.006432,23.4318,0.184992,23.6232,0.008256,19.8844,0.171296,20.0639,0.002752,0.0064,0.290186,0.299338,0.006208,23.5473,0.198038,23.7515
ex33.mtx,1733,1733,22189,0.006432,18.1781,0.251309,18.4359,0.002496,0.006496,0.307418,0.31641,0.005472,24.1823,0.384211,24.572,0.007584,24.0286,0.250586,24.2867,0.002496,0.006528,0.352134,0.361158,0.006304,23.7797,0.303722,24.0897
ex35.mtx,19716,19716,228208,0.155424,19.4977,1.41329,21.0664,0.003296,0.009024,1.70571,1.71803,0.0056,27.325,1.54089,28.8715,0.008992,20.1227,1.04509,21.1767,0.002656,0.007904,1.36471,1.37527,0.006528,26.5283,1.25344,27.7883
ex36.mtx,3079,3079,53843,0.006656,18.1972,0.439942,18.6438,0.003008,0.011104,0.654099,0.668211,0.005344,24.6499,0.453373,25.1086,0.007488,19.9985,0.335091,20.3411,0.002496,0.007104,0.605984,0.615584,0.006048,24.3122,0.388547,24.7068
ex37.mtx,3565,3565,67591,0.006752,19.0794,0.999504,20.0856,0.002784,0.007232,0.88952,0.899536,0.005376,27.0999,0.902026,28.0073,0.007872,19.8296,0.742336,20.5798,0.002496,0.00736,0.776595,0.786451,0.00656,26.8768,0.843299,27.7267
ex3.mtx,1821,1821,52685,0.00624,18.7372,0.779296,19.5228,0.002784,0.007104,0.828602,0.83849,0.005184,26.9318,0.909517,27.8465,0.007392,19.969,0.817357,20.7938,0.003136,0.010304,1.06692,1.08036,0.006656,26.9405,0.85041,27.7976
EX3.mtx,2600,2600,74360,0.00608,19.9163,0.0859776,20.0083,0.002656,0.006656,0.285101,0.294413,0.005408,23.2473,0.0797669,23.3325,0.007648,19.6288,0.0905888,19.727,0.002816,0.007968,0.316467,0.327251,0.006496,22.9828,0.076128,23.0654
ex40.mtx,7740,7740,458012,0.007136,18.535,1.22167,19.7638,0.00256,0.007552,1.87876,1.88887,0.006048,31.328,1.23632,32.5704,0.008256,19.6406,1.23317,20.8821,0.00256,0.01232,2.01574,2.03062,0.006368,32.0725,1.30459,33.3834
ex4.mtx,1601,1601,32299,0.006912,18.2672,0.227504,18.5016,0.00256,0.00672,0.399213,0.408493,0.005024,23.7651,0.312666,24.0827,0.006816,20.087,0.241328,20.3352,0.00256,0.010912,0.389805,0.403277,0.007424,24.8881,0.25961,25.1551
EX4.mtx,2600,2600,74360,0.006336,18.3703,0.0741216,18.4508,0.003168,0.006944,0.328685,0.338797,0.0056,23.1894,0.0712284,23.2662,0.008224,19.7647,0.0811977,19.8541,0.003072,0.007264,0.325738,0.336074,0.006304,22.8743,0.0722688,22.9529
ex5.mtx,27,27,279,0.006208,18.2756,0.0354912,18.3173,0.002912,0.006912,0.042756,0.05258,0.005472,23.0892,0.0275392,23.1222,0.006624,20.6723,0.0291488,20.7081,0.002688,0.00688,0.0406912,0.0502592,0.006272,23.067,0.025664,23.0989
EX5.mtx,6545,6545,302225,0.006656,18.201,0.122189,18.3299,0.00304,0.007552,0.467245,0.477837,0.005184,23.2935,0.086736,23.3854,0.00816,19.4149,0.0916544,19.5148,0.002688,0.007616,0.440736,0.45104,0.006368,24.4926,0.0908663,24.5899
ex6.mtx,1651,1651,49533,0.006592,18.4579,0.535654,19.0002,0.002624,0.010816,0.751302,0.764742,0.005472,25.3399,0.526662,25.872,0.007584,19.7575,0.452803,20.2179,0.002656,0.007872,0.789018,0.799546,0.006208,25.3067,0.517674,25.8306
EX6.mtx,6545,6545,302225,0.007072,18.0244,0.103802,18.1353,0.002624,0.006752,0.401555,0.410931,0.00656,23.2175,0.087088,23.3112,0.008064,21.6174,0.0919552,21.7175,0.003456,0.007072,0.588112,0.59864,0.006336,23.2587,0.093804,23.3589
ex7.mtx,1633,1633,54543,0.007488,18.1786,0.551437,18.7375,0.002496,0.007488,0.619984,0.629968,0.006432,25.4963,0.561862,26.0646,0.007008,19.7069,0.521309,20.2352,0.003104,0.00816,0.868784,0.880048,0.006592,25.3754,0.567744,25.9498
ex8.mtx,3096,3096,106344,0.006336,18.597,0.538928,19.1423,0.002496,0.007232,0.945405,0.955133,0.0056,25.8017,0.534522,26.3418,0.00752,22.2966,0.550682,22.8548,0.002944,0.0112,1.17949,1.19364,0.006112,26.6907,0.574576,27.2713
ex9.mtx,3363,3363,99471,0.006272,18.422,0.908886,19.3371,0.002496,0.006912,1.30692,1.31632,0.00528,27.5143,1.03604,28.5557,0.007616,20.6277,0.953712,21.589,0.002592,0.007168,1.47467,1.48443,0.006368,27.5804,1.10035,28.6871
exdata_1.mtx,6001,6001,2269501,0.006976,26.5253,5.02061,31.5529,0.003648,0.007488,3.21535,3.22648,0.005216,222.865,4.05602,226.926,0.007936,27.9079,4.77664,32.6925,0.002624,0.007872,2.12165,2.13215,0.006656,147.112,3.48939,150.608
extr1b.mtx,2836,2836,14237,0.005984,18.1689,0.032032,18.2069,0.003552,0.006368,0.0534432,0.0633632,0.006272,23.1499,0.02514,23.1813,0.007584,19.5741,0.0332928,19.615,0.003872,0.006848,0.0428352,0.0535552,0.006816,22.7309,0.026136,22.7638
extr1.mtx,2837,2837,14241,0.006176,18.4034,0.0321472,18.4417,0.003008,0.006624,0.0433312,0.0529632,0.0056,22.9454,0.025044,22.9761,0.007808,19.5681,0.0317824,19.6077,0.00272,0.00592,0.0391648,0.0478048,0.006272,22.6493,0.026428,22.682
F1.mtx,343791,343791,26837113,0.130464,25.5177,3.25541,28.9036,0.00384,0.00752,7.40106,7.41242,0.017728,94.105,4.2619,98.3846,0.184608,25.1979,4.14205,29.5245,0.004384,0.008352,8.00906,8.0218,0.007424,89.1725,4.435,93.6149
F2.mtx,71505,71505,5294285,0.176576,19.5907,1.89756,21.6648,0.004448,0.006432,2.70576,2.71664,0.006016,58.844,2.86213,61.7121,0.00384,21.4646,2.52414,23.9926,0.003616,0.008544,2.93832,2.95048,0.003904,65.5421,3.28994,68.836
FA.mtx,10617,10617,82789,0.006816,18.3282,0.0789856,18.414,0.003456,0.007008,0.146522,0.156986,0.005152,25.126,0.107143,25.2382,0.008608,19.8006,0.104512,19.9137,0.003584,0.007712,0.14609,0.157386,0.006784,23.4945,0.09576,23.597
Fault_639.mtx,638802,638802,28614564,0.158112,45.3717,9.56346,55.0933,0.003616,0.00768,11.7929,11.8042,0.00656,119.601,13.4542,133.062,1.25853,35.6143,9.83221,46.7051,0.004,0.008576,15.6362,15.6488,0.004224,115.843,10.0946,125.942
fcondp2.mtx,201822,201822,11294316,1.99376,37.9373,2.38308,42.3142,0.00384,0.007008,2.77773,2.78858,0.003456,42.1849,2.47087,44.6593,0.141664,33.3399,2.22093,35.7025,0.003968,0.008608,3.10949,3.12207,0.007168,43.8478,2.98773,46.8427
fd12.mtx,7500,7500,35962,0.00656,18.5496,0.0465152,18.6027,0.00272,0.006592,0.0256192,0.0349312,0.005344,23.9138,0.0219449,23.941,0.007552,21.2244,0.0414688,21.2734,0.00368,0.007808,0.035072,0.04656,0.006336,23.0474,0.0240107,23.0777
fd15.mtx,11532,11532,55738,0.0064,18.6209,0.0441472,18.6714,0.003008,0.00752,0.0247936,0.0353216,0.006144,24.1176,0.027928,24.1517,0.009472,21.5167,0.0438496,21.57,0.003936,0.006432,0.0331648,0.0435328,0.006368,24.0907,0.019072,24.1162
fd18.mtx,16428,16428,79834,0.007456,18.3148,0.0530784,18.3754,0.002912,0.006784,0.025056,0.034752,0.005728,23.9377,0.0194784,23.9629,0.008672,20.3561,0.0493824,20.4142,0.0032,0.006336,0.0284256,0.0379616,0.00672,23.0818,0.0186752,23.1072
fe_4elt2.mtx,11143,11143,76779,0.00816,19.2256,1.51323,20.747,0.002784,0.007872,1.76336,1.77401,0.005088,28.1526,1.03756,29.1953,0.008352,21.1601,1.66832,22.8368,0.002912,0.007232,1.75806,1.7682,0.006336,28.1612,1.20329,29.3708
fe_body.mtx,45087,45087,372555,0.008544,19.6509,2.06106,21.7205,0.002944,0.010848,2.6218,2.6356,0.005408,29.9085,2.46974,32.3837,0.006752,20.9569,2.32491,23.2886,0.002752,0.007296,2.58654,2.59659,0.006784,29.7213,2.56498,32.293
FEM_3D_thermal1.mtx,17880,17880,430740,0.007296,18.8131,1.05394,19.8743,0.002976,0.008064,2.07312,2.08416,0.005856,27.3324,0.883642,28.2219,0.008864,21.0388,1.33362,22.3813,0.002816,0.006944,2.06418,2.07394,0.006336,27.1266,0.922963,28.0559
FEM_3D_thermal2.mtx,147900,147900,3489300,0.098976,36.3527,7.78873,44.2404,0.003968,0.008128,18.5191,18.5312,0.00336,57.8365,8.19211,66.032,0.1032,32.4483,11.0392,43.5907,0.004448,0.009216,19.66,19.6737,0.003776,64.324,10.0965,74.4243
fem_filter.mtx,74062,74062,1731206,0.161824,20.3415,1.17685,21.6802,0.002688,0.006848,1.96423,1.97377,0.005632,51.7404,1.82642,53.5725,0.003456,21.9006,1.63495,23.539,0.002688,0.008704,2.0767,2.08809,0.00432,47.2627,1.73497,49.0019
fe_ocean.mtx,143437,143437,962623,0.100512,26.2235,0.586173,26.9102,0.003104,0.007584,0.738243,0.748931,0.004,23.8736,0.92241,24.8,0.102816,22.9626,0.503898,23.5693,0.003968,0.007904,1.02084,1.03271,0.003232,24.033,0.806624,24.8429
fe_rotor.mtx,99617,99617,1424479,0.004224,20.2304,3.25061,23.4853,0.003296,0.007808,8.05331,8.06441,0.006208,33.9724,3.07421,37.0528,0.104224,20.2951,2.36421,22.7635,0.003168,0.008672,7.89558,7.90742,0.003072,34.6558,3.32782,37.9867
fe_sphere.mtx,16386,16386,114690,0.006816,19.2839,0.854461,20.1452,0.002688,0.007104,0.825523,0.835315,0.00576,25.1972,0.863411,26.0663,0.00704,20.4062,0.689942,21.1032,0.002656,0.007104,0.895366,0.905126,0.006304,24.9619,0.94296,25.9112
