Matrix,row,col,nnz,Alphasparse_w_time_buf_s (ms),Alphasparse_w_time_anly_s (ms),Alphasparse_w_time_solv_s (ms),Alphasparse_w_time_totl_s (ms),Alphasparse_wo_time_buf_s (ms),Alphasparse_wo_time_anly_s (ms),Alphasparse_wo_time_solv_s (ms),Alphasparse_wo_time_totl_s (ms),cusparse_time_buf_s (ms),cusparse_time_anly_s (ms),cusparse_time_solv_s (ms),cusparse_time_totl_s (ms),Alphasparse_w_time_buf_d (ms),Alphasparse_w_time_anly_d (ms),Alphasparse_w_time_solv_d(ms),Alphasparse_w_time_totl_d (ms),Alphasparse_wo_time_buf_d (ms),Alphasparse_wo_time_anly_d (ms),Alphasparse_wo_time_solv_d (ms),Alphasparse_wo_time_totl_d (ms),cusparse_time_buf_d (ms),cusparse_time_anly_d (ms),cusparse_time_solv_d (ms),cusparse_time_totl_d (ms)
G56.mtx,5000,5000,29996,0.007296,18.9414,0.0336576,18.9824,0.002496,0.007424,0.0533024,0.0632224,0.00544,23.0489,0.046812,23.1011,0.00768,20.1547,0.0349856,20.1974,0.002496,0.00672,0.056576,0.065792,0.00688,23.7813,0.0425417,23.8307
G57.mtx,5000,5000,25000,0.00672,19.4663,0.214659,19.6877,0.002496,0.007104,0.303542,0.313142,0.005728,23.8428,0.419946,24.2685,0.007264,20.045,0.237046,20.2893,0.002464,0.006624,0.313072,0.32216,0.005856,23.3416,0.277571,23.625
G58.mtx,5000,5000,64140,0.006208,19.0842,0.11886,19.2092,0.002624,0.007136,0.14535,0.15511,0.005248,23.4388,0.107588,23.5516,0.007584,21.2122,0.103287,21.323,0.002496,0.006976,0.145379,0.154851,0.005984,23.8101,0.097456,23.9136
G59.mtx,5000,5000,64140,0.006816,18.9364,0.11192,19.0551,0.002496,0.007232,0.14512,0.154848,0.006016,23.8812,0.105483,23.9927,0.008,19.7127,0.103803,19.8245,0.002688,0.007936,0.145818,0.156442,0.006016,23.5902,0.085048,23.6813
G5.mtx,800,800,39152,0.006368,18.7587,0.241456,19.0065,0.002624,0.010432,0.236653,0.249709,0.005216,23.7932,0.176992,23.9754,0.007136,21.7454,0.201997,21.9545,0.002496,0.006976,0.261581,0.271053,0.006304,23.4877,0.150454,23.6445
G60.mtx,7000,7000,41296,0.006496,18.9495,0.0405792,18.9965,0.002496,0.007008,0.050736,0.06024,0.00544,23.065,0.052748,23.1231,0.00816,20.4105,0.0391648,20.4578,0.00256,0.008,0.0538624,0.0644224,0.006592,23.2198,0.0454263,23.2719
G61.mtx,7000,7000,41296,0.0064,18.9266,0.0409088,18.9739,0.002496,0.006752,0.0511232,0.0603712,0.005824,22.7175,0.0502537,22.7736,0.008672,22.1632,0.0391182,22.211,0.002624,0.00784,0.0575936,0.0680576,0.00608,23.18,0.0459109,23.232
G62.mtx,7000,7000,35000,0.006496,18.8637,0.286512,19.1567,0.002496,0.006752,0.330669,0.339917,0.005376,23.6765,0.302906,23.9848,0.008288,20.444,0.272464,20.7248,0.002752,0.008,0.395811,0.406563,0.00608,23.5907,0.300733,23.8975
G63.mtx,7000,7000,89918,0.010944,19.1125,0.110645,19.2341,0.002624,0.007584,0.130611,0.140819,0.005824,23.846,0.0961422,23.9479,0.00816,20.4408,0.114185,20.5631,0.00288,0.007104,0.174422,0.184406,0.006208,23.9602,0.0989216,24.0653
G64.mtx,7000,7000,89918,0.010112,19.2596,0.109799,19.3795,0.002496,0.006816,0.12951,0.138822,0.005504,25.5771,0.142617,25.7252,0.007936,20.2379,0.108864,20.3547,0.002688,0.007104,0.159971,0.169763,0.006528,23.5958,0.102471,23.7048
G65.mtx,8000,8000,40000,0.006144,19.6288,0.282867,19.9178,0.00256,0.006944,0.357523,0.367027,0.005344,23.7093,0.451139,24.1658,0.007136,19.6958,0.286909,19.9899,0.002656,0.006816,0.41969,0.429162,0.006656,23.3523,0.366064,23.725
G66.mtx,9000,9000,45000,0.006944,19.1273,0.295254,19.4295,0.002496,0.00704,0.363184,0.37272,0.00528,23.8511,0.420093,24.2765,0.008576,20.6783,0.30472,20.9916,0.002688,0.006624,0.393098,0.40241,0.006784,23.4887,0.354403,23.8499
G67.mtx,10000,10000,50000,0.00672,19.243,0.293002,19.5427,0.003104,0.007264,0.426739,0.437107,0.005664,23.6885,0.384835,24.079,0.175872,21.2897,0.321315,21.7869,0.002688,0.007456,0.412288,0.422432,0.0064,23.8928,0.368352,24.2675
G6.mtx,800,800,39152,0.006496,18.8228,0.193984,19.0233,0.002496,0.010176,0.225667,0.238339,0.005696,23.3854,0.153206,23.5443,0.0072,20.68,0.199302,20.8865,0.002496,0.007168,0.255354,0.265018,0.006976,24.6053,0.149094,24.7614
g7jac010.mtx,2880,2880,19635,0.005824,18.7491,0.0505952,18.8055,0.002496,0.007616,0.0810624,0.0911744,0.005888,23.1484,0.0684516,23.2228,0.006112,19.9115,0.0561728,19.9738,0.002464,0.007488,0.0876416,0.0975936,0.00688,22.759,0.0646613,22.8305
g7jac010sc.mtx,2880,2880,19635,0.005984,18.6322,0.0506944,18.6888,0.002496,0.006976,0.080912,0.090384,0.00512,23.0512,0.067808,23.1241,0.006432,20.0498,0.0564832,20.1127,0.002464,0.007072,0.0873344,0.0968704,0.006304,22.9051,0.0713387,22.9828
g7jac020.mtx,5850,5850,45465,0.006784,18.7971,0.0800256,18.8839,0.002528,0.007168,0.13825,0.147946,0.005216,23.4188,0.120748,23.5448,0.00752,20.5304,0.0851744,20.6231,0.002496,0.007072,0.139824,0.149392,0.00592,23.3635,0.0901714,23.4596
g7jac020sc.mtx,5850,5850,45465,0.006432,18.6621,0.0917152,18.7602,0.002496,0.007296,0.137478,0.14727,0.005376,24.6249,0.1078,24.738,0.007424,20.1075,0.0849248,20.1999,0.002848,0.007072,0.164096,0.174016,0.006048,22.8477,0.090412,22.9442
g7jac040.mtx,11790,11790,114671,0.007008,20.2682,0.13529,20.4105,0.002464,0.007008,0.230518,0.23999,0.005504,23.698,0.187798,23.8913,0.008064,20.4814,0.146595,20.636,0.00272,0.007456,0.239117,0.249293,0.006688,23.3706,0.150662,23.5279
g7jac040sc.mtx,11790,11790,114671,0.007168,18.6508,0.135213,18.7931,0.002496,0.007776,0.229718,0.23999,0.005536,23.6489,0.16648,23.8209,0.008096,20.269,0.146525,20.4236,0.002688,0.007392,0.235824,0.245904,0.006624,23.1374,0.150518,23.2946
g7jac050sc.mtx,14760,14760,157990,0.007584,18.7243,0.162458,18.8943,0.002496,0.010752,0.271171,0.284419,0.005344,23.3883,0.177507,23.5712,0.008768,28.1174,0.17928,28.3055,0.002656,0.00784,0.282163,0.292659,0.0064,23.9512,0.202304,24.1599
g7jac060.mtx,17730,17730,203316,0.007872,18.9648,0.193184,19.1658,0.003008,0.00704,0.371734,0.381782,0.005856,23.7804,0.20809,23.9944,0.007776,20.0449,0.212909,20.2656,0.002752,0.007808,0.333722,0.344282,0.006752,23.5789,0.27368,23.8594
g7jac060sc.mtx,17730,17730,203316,0.007136,18.8844,0.19393,19.0854,0.003232,0.007072,0.409171,0.419475,0.00576,23.837,0.200752,24.0435,0.00816,19.5674,0.211792,19.7873,0.002784,0.008352,0.334336,0.345472,0.006688,24.5147,0.239197,24.7606
g7jac080.mtx,23670,23670,293976,0.007488,19.014,0.254915,19.2764,0.002912,0.011968,0.464358,0.479238,0.005632,23.7908,0.258637,24.0551,0.009024,19.9656,0.27801,20.2527,0.002656,0.008352,0.44127,0.452278,0.006912,23.7715,0.313354,24.0918
g7jac080sc.mtx,23670,23670,293976,0.007712,24.2572,0.255587,24.5205,0.003168,0.012768,0.446426,0.462362,0.006112,23.8399,0.258426,24.1045,0.009024,19.6057,0.277434,19.8922,0.002816,0.00832,0.454054,0.46519,0.007008,24.0398,0.289318,24.3361
g7jac100.mtx,29610,29610,384636,0.00816,18.7635,0.312912,19.0846,0.002816,0.007776,0.55569,0.566282,0.005632,25.324,0.329949,25.6596,0.009056,21.2285,0.345386,21.583,0.002752,0.007648,0.559123,0.569523,0.006816,24.2008,0.341901,24.5495
g7jac100sc.mtx,29610,29610,384636,0.008576,23.641,0.313443,23.963,0.002848,0.006944,0.555446,0.565238,0.00592,27.5651,0.331082,27.9021,0.009408,19.0614,0.344653,19.4155,0.002752,0.007936,0.558941,0.569629,0.007072,24.3506,0.392944,24.7506
g7jac120.mtx,35550,35550,475296,0.008128,22.8734,0.375011,23.2565,0.00272,0.007552,0.64144,0.651712,0.005824,24.1295,0.380237,24.5155,0.008224,20.1312,0.408506,20.5479,0.002784,0.012032,0.670246,0.685062,0.006816,24.1288,0.469171,24.6048
g7jac120sc.mtx,35550,35550,475296,0.008448,18.5983,0.457651,19.0644,0.002688,0.006784,0.640166,0.649638,0.005792,24.9368,0.379101,25.3217,0.008832,19.5987,0.40719,20.0147,0.002848,0.011776,0.672586,0.68721,0.006368,23.9056,0.3988,24.3108
g7jac140.mtx,41490,41490,565956,0.007808,19.3414,0.57728,19.9265,0.003712,0.011456,1.08267,1.09783,0.005856,25.2269,0.574822,25.8076,0.170944,19.7332,0.652067,20.5562,0.002688,0.008416,0.765434,0.776538,0.006688,23.7689,0.460931,24.2365
g7jac140sc.mtx,41490,41490,565956,0.007136,23.9614,0.5772,24.5458,0.003168,0.011168,0.905862,0.920198,0.005728,25.0887,0.574285,25.6687,0.173536,19.5104,0.536429,20.2204,0.002688,0.007712,0.763722,0.774122,0.006976,23.7587,0.461245,24.2269
g7jac160.mtx,47430,47430,656616,0.009024,23.5363,0.545123,24.0904,0.003168,0.007776,1.016,1.02694,0.0064,25.6663,0.695286,26.368,0.171136,19.669,0.611242,20.4514,0.003264,0.0064,1.11988,1.12955,0.006752,24.4429,0.570618,25.0203
g7jac160sc.mtx,47430,47430,656616,0.008096,25.589,0.546496,26.1436,0.002912,0.008672,0.912483,0.924067,0.005952,25.7475,0.695949,26.4494,0.174176,19.5642,0.659475,20.3978,0.003424,0.007296,1.16232,1.17304,0.007136,24.4514,0.56617,25.0247
g7jac180.mtx,53370,53370,747276,0.15696,18.8621,0.607843,19.6269,0.00288,0.007264,1.01519,1.02533,0.005664,25.6531,0.82735,26.4861,0.004032,20.2724,0.980637,21.2571,0.003488,0.007808,1.284,1.2953,0.006752,25.9654,0.99744,26.9696
g7jac180sc.mtx,53370,53370,747276,0.16176,18.6639,0.605843,19.4315,0.003616,0.007456,1.24155,1.25262,0.00592,25.1588,0.669469,25.8342,0.004288,20.4484,0.873658,21.3263,0.004288,0.00768,1.67124,1.6832,0.006912,25.2048,0.842518,26.0542
g7jac200.mtx,59310,59310,837936,0.166432,19.0596,0.63215,19.8582,0.003328,0.012704,1.31056,1.32659,0.00528,25.471,0.740736,26.217,0.003712,20.5531,0.967245,21.5241,0.003968,0.008032,1.74817,1.76017,0.00768,25.6769,0.870371,26.555
g7jac200sc.mtx,59310,59310,837936,0.169504,20.2404,0.632758,21.0427,0.002976,0.013888,1.21346,1.23033,0.00544,25.6452,0.83648,26.4871,0.003392,19.7115,0.884938,20.5998,0.00368,0.006912,1.60816,1.61876,0.00768,25.7833,0.784125,26.5751
G7.mtx,800,800,39152,0.005984,18.8402,0.212435,19.0586,0.002912,0.009792,0.265859,0.278563,0.005376,23.8734,0.18704,24.0659,0.006944,19.8536,0.279782,20.1404,0.003488,0.006464,0.383824,0.393776,0.006624,23.4559,0.186144,23.6486
G8.mtx,800,800,39152,0.005984,18.8437,0.214864,19.0645,0.00272,0.010944,0.257517,0.271181,0.005792,23.3832,0.155504,23.5445,0.007008,20.5582,0.233226,20.7984,0.002528,0.006752,0.26704,0.27632,0.006336,23.441,0.173021,23.6203
G9.mtx,800,800,39152,0.006112,18.7396,0.208749,18.9545,0.00272,0.01056,0.269702,0.282982,0.005152,23.3929,0.162992,23.561,0.007552,19.7468,0.209206,19.9635,0.002624,0.008,0.27841,0.289034,0.006176,23.4128,0.176042,23.5951
Ga10As10H30.mtx,113081,113081,6115633,0.00448,186.188,151.925,338.118,0.004416,0.008576,162.417,162.43,0.004096,774.611,98.5541,873.169,0.10912,164.013,166.052,330.173,0.004224,0.015296,179.028,179.048,0.003648,759.819,108.696,868.518
Ga19As19H42.mtx,133123,133123,8884839,0.09648,248.149,177.567,425.813,0.003968,0.007968,195.943,195.955,0.006016,964.776,117.657,1082.44,0.093952,173.962,198.026,372.081,0.003296,0.008768,214.894,214.906,0.003936,1016.81,131.007,1147.82
ga2010.mtx,291086,291086,1709142,0.09552,19.3805,0.602752,20.0788,0.002656,0.00768,0.147085,0.157421,0.002784,22.8829,0.0859136,22.9716,0.157376,20.1811,0.782474,21.1209,0.002688,0.00848,0.159171,0.170339,0.006848,22.5209,0.0918176,22.6195
Ga3As3H12.mtx,61349,61349,5970947,0.16928,132.015,82.48,214.664,0.00384,0.007776,82.713,82.7247,0.005664,562.439,56.679,619.124,0.003648,113.77,89.9756,203.749,0.003968,0.007648,93.9468,93.9584,0.004576,584.415,61.434,645.853
Ga41As41H72.mtx,268096,268096,18488476,0.100288,380.236,386.812,767.149,0.0032,0.008384,446.829,446.841,0.00448,2025.64,242.739,2268.38,0.142016,306.342,400.424,706.908,0.003968,0.007328,489.041,489.052,0.004512,2000.06,267.644,2267.71
GaAsH6.mtx,61349,61349,3381809,0.166976,75.9113,80.9733,157.051,0.003616,0.007232,78.5236,78.5345,0.005536,446.187,49.7118,495.904,0.004288,121.34,88.2012,209.545,0.004384,0.008768,90.2329,90.2461,0.006432,489.743,58.44,548.19
garon1.mtx,3175,3175,88927,0.006528,18.8556,0.127485,18.9896,0.002496,0.007424,0.193158,0.203078,0.005632,23.8061,0.151886,23.9637,0.007648,22.0046,0.139437,22.1517,0.002464,0.006528,0.192739,0.201731,0.006144,23.7334,0.1596,23.8992
garon2.mtx,13535,13535,390607,0.007296,18.7871,0.239699,19.0341,0.00304,0.007552,0.399114,0.409706,0.005824,24.775,0.414093,25.1949,0.008672,19.4451,0.269021,19.7228,0.00272,0.011776,0.353939,0.368435,0.006944,24.8812,0.390483,25.2787
gas_sensor.mtx,66917,66917,1703365,0.160032,20.0619,1.39081,21.6128,0.004512,0.007296,3.25093,3.26274,0.00608,31.0249,1.85715,32.8881,0.002688,24.4796,1.15025,25.6326,0.002688,0.008256,1.88867,1.89962,0.007168,30.9532,1.89873,32.8591
GD00_a.mtx,352,352,736,0.005984,18.8319,0.0179712,18.8558,0.004096,0.009504,0.0254176,0.0390176,0.005536,22.8054,0.0201312,22.8311,0.006848,20.1097,0.0163904,20.1329,0.002496,0.006496,0.0173536,0.0263456,0.006432,23.0127,0.0187072,23.0378
GD00_c.mtx,638,638,1669,0.006656,18.9754,0.026624,19.0087,0.003744,0.00672,0.051328,0.061792,0.005184,22.6907,0.0278542,22.7238,0.007104,19.5909,0.025408,19.6234,0.002816,0.006624,0.0411104,0.0505504,0.00656,23.0798,0.0310187,23.1174
GD01_Acap.mtx,953,953,1598,0.006976,18.8866,0.0241408,18.9177,0.003168,0.006624,0.0386752,0.0484672,0.005824,23.4696,0.02352,23.499,0.007264,19.5789,0.022112,19.6083,0.002496,0.00672,0.030736,0.039952,0.006336,23.4052,0.0233344,23.4349
GD01_a.mtx,311,311,956,0.006368,18.7907,0.0218016,18.8189,0.002752,0.01056,0.0385458,0.0518578,0.00576,23.2083,0.0241856,23.2382,0.007136,19.4224,0.0226336,19.4522,0.002464,0.00672,0.0362688,0.0454528,0.006528,22.9674,0.023144,22.9971
GD01_b.mtx,18,18,53,0.006752,18.444,0.0135552,18.4643,0.002592,0.006496,0.014496,0.023584,0.006304,23.1239,0.0187904,23.149,0.00672,19.9311,0.0139776,19.9518,0.002496,0.006496,0.0144832,0.0234752,0.0064,22.6811,0.0146848,22.7022
GD01_c.mtx,33,33,168,0.005888,18.6667,0.010592,18.6832,0.002592,0.006368,0.0123392,0.0212992,0.005952,23.0947,0.0144864,23.1152,0.006976,19.6716,0.0119964,19.6906,0.002496,0.006464,0.0121696,0.0211296,0.006112,23.0935,0.0118592,23.1114
GD02_a.mtx,23,23,110,0.006016,18.8524,0.0199776,18.8784,0.00256,0.006848,0.0230016,0.0324096,0.006144,22.7199,0.0272864,22.7534,0.006528,20.203,0.0228018,20.2324,0.002496,0.006592,0.0238368,0.0329248,0.00736,22.6602,0.0222336,22.6898
GD02_b.mtx,80,80,312,0.006528,18.8093,0.0296672,18.8455,0.002496,0.006688,0.040704,0.049888,0.005504,23.0999,0.030768,23.1361,0.006912,21.3145,0.03456,21.3559,0.002464,0.006656,0.0412032,0.0503232,0.006944,23.0515,0.0326144,23.091
GD06_Java.mtx,1538,1538,9570,0.00624,18.6929,0.0347616,18.7339,0.002464,0.006816,0.0546784,0.0639584,0.005984,23.3295,0.0386336,23.3742,0.007328,21.6405,0.0417216,21.6896,0.002496,0.007424,0.0627648,0.0726848,0.007104,23.1896,0.039924,23.2366
GD06_theory.mtx,101,101,481,0.005568,18.6258,0.0341088,18.6654,0.002464,0.006144,0.0587449,0.0673529,0.005952,23.018,0.036848,23.0608,0.00704,19.9341,0.0370272,19.9781,0.002464,0.006784,0.0613536,0.0706016,0.006816,23.0974,0.0395488,23.1437
GD95_a.mtx,36,36,93,0.005696,18.5064,0.0217472,18.5338,0.002496,0.00672,0.0203936,0.0296096,0.006048,22.7595,0.0195936,22.7852,0.006912,19.7499,0.0216544,19.7785,0.002912,0.00704,0.0248416,0.0347936,0.0064,22.6883,0.021504,22.7162
GD95_b.mtx,73,73,168,0.0064,18.6295,0.0153696,18.6513,0.002496,0.006752,0.0150176,0.0242656,0.006016,22.9307,0.0139648,22.9507,0.006592,19.7772,0.0138752,19.7977,0.00256,0.006912,0.0170144,0.0264864,0.006528,23.0449,0.01536,23.0668
GD95_c.mtx,62,62,349,0.00704,18.5898,0.0338464,18.6307,0.002496,0.006208,0.037444,0.046148,0.005856,23.212,0.0331712,23.251,0.006912,19.9367,0.0299712,19.9736,0.00256,0.006976,0.0379264,0.0474624,0.007104,22.7471,0.037248,22.7915
GD96_a.mtx,1096,1096,2773,0.006304,18.8754,0.0248864,18.9066,0.002528,0.006208,0.0272384,0.0359744,0.005568,22.7347,0.03084,22.7711,0.006688,20.4237,0.0256576,20.456,0.002496,0.006752,0.0282592,0.0375072,0.006784,22.7751,0.030848,22.8127
GD96_b.mtx,111,111,304,0.00592,18.6296,0.0130112,18.6486,0.002528,0.006912,0.0164896,0.0259296,0.00608,22.7059,0.0138176,22.7258,0.007264,19.7085,0.0130976,19.7289,0.002496,0.007552,0.0165248,0.0265728,0.006624,22.5879,0.0136192,22.6082
GD96_c.mtx,65,65,315,0.006272,18.8974,0.0196128,18.9233,0.00256,0.006688,0.023232,0.03248,0.005472,22.9645,0.0221152,22.9921,0.006624,19.7176,0.0196864,19.7439,0.002496,0.007232,0.0240768,0.0338048,0.006336,23.0352,0.020736,23.0623
GD96_d.mtx,180,180,409,0.005824,18.7759,0.0168427,18.7985,0.002496,0.00704,0.0257102,0.0352462,0.005536,22.8664,0.0210816,22.893,0.00704,19.5886,0.0169184,19.6125,0.002496,0.006016,0.02656,0.035072,0.006176,22.6604,0.0174176,22.684
GD97_a.mtx,84,84,416,0.006464,18.7644,0.0202784,18.7912,0.002464,0.006784,0.0274062,0.0366542,0.005984,22.7259,0.0292128,22.7611,0.006752,19.812,0.0200032,19.8388,0.002496,0.00688,0.0285262,0.0379022,0.006496,22.9997,0.02192,23.0282
GD97_b.mtx,47,47,311,0.005952,18.649,0.0318784,18.6869,0.002816,0.007456,0.03936,0.049632,0.005728,23.1447,0.032864,23.1833,0.006528,20.5644,0.0344288,20.6053,0.002464,0.006688,0.037088,0.04624,0.006912,22.8232,0.0281632,22.8583
GD97_c.mtx,452,452,912,0.006688,18.8476,0.0122656,18.8665,0.00288,0.01008,0.0155776,0.0285376,0.005312,22.6358,0.0149888,22.6561,0.006944,19.5755,0.0127424,19.5952,0.002624,0.006784,0.0141376,0.0235456,0.00624,22.7924,0.0140704,22.8127
GD98_a.mtx,38,38,88,0.006304,18.7654,0.0143744,18.7861,0.002752,0.006368,0.0175808,0.0267008,0.005952,22.642,0.0190528,22.667,0.00688,19.7252,0.0155104,19.7476,0.002624,0.006688,0.0172544,0.0265664,0.006464,22.7752,0.0189216,22.8006
GD98_b.mtx,121,121,328,0.00656,18.7748,0.0140864,18.7954,0.002784,0.006272,0.0165376,0.0255936,0.005856,22.5797,0.0149056,22.6004,0.006848,19.8185,0.0145152,19.8399,0.002848,0.006272,0.015968,0.025088,0.00656,22.7885,0.014928,22.81
GD98_c.mtx,112,112,448,0.006432,18.7565,0.0194432,18.7824,0.002784,0.00656,0.027024,0.036368,0.005472,23.0387,0.0201458,23.0643,0.007232,19.7926,0.0198016,19.8197,0.002784,0.007136,0.0254784,0.0353984,0.006272,22.9898,0.0201952,23.0163
GD99_b.mtx,64,64,314,0.005984,18.5806,0.0325568,18.6192,0.002784,0.00624,0.044816,0.05384,0.005824,23.1028,0.0320896,23.1408,0.005824,19.794,0.0355008,19.8353,0.002592,0.006944,0.0420416,0.0515776,0.007008,23.1057,0.0330624,23.1458
GD99_c.mtx,105,105,254,0.006336,18.5074,0.0153067,18.529,0.002848,0.006464,0.01976,0.029072,0.006048,22.8795,0.015488,22.901,0.007136,22.2892,0.0155968,22.3119,0.002528,0.00688,0.020928,0.030336,0.00656,22.6616,0.0157696,22.6839
Ge87H76.mtx,112985,112985,7892195,0.003808,176.613,154.185,330.802,0.003744,0.00832,163.377,163.389,0.005568,846.109,99.2653,945.379,0.104384,221.709,168.669,390.482,0.004416,0.014272,180.107,180.125,0.003552,868.534,109.963,978.501
Ge99H100.mtx,112985,112985,8451395,0.003712,163.976,154.763,318.742,0.004448,0.008032,163.704,163.717,0.005696,957.729,99.8431,1057.58,0.110112,195.172,169.952,365.234,0.003712,0.008288,180.396,180.408,0.003232,866.443,110.427,976.873
gearbox.mtx,153746,153746,9080404,0.098784,35.3907,7.6317,43.1212,0.003872,0.008416,10.6304,10.6427,0.005568,101.199,7.59764,108.802,0.109568,41.2765,11.6429,53.029,0.003968,0.008768,12.0506,12.0633,0.00464,95.9691,8.04294,104.017
gemat11.mtx,4929,4929,38101,0.006368,18.9593,0.055776,19.0215,0.002464,0.007008,0.100589,0.110061,0.00576,24.1248,0.0721824,24.2027,0.0072,19.8711,0.062656,19.941,0.002496,0.006848,0.0968512,0.106195,0.006144,23.1841,0.074556,23.2648
gemat12.mtx,4929,4929,38031,0.006592,18.9079,0.056336,18.9708,0.002496,0.007104,0.111328,0.120928,0.00528,24.184,0.0729952,24.2623,0.007168,20.2984,0.063648,20.3692,0.002464,0.007136,0.106349,0.115949,0.006688,22.9234,0.07888,23.0089
gent113.mtx,113,113,678,0.006144,20.3616,0.0170848,20.3848,0.00352,0.010304,0.0338311,0.0476551,0.006464,22.7634,0.0250738,22.7949,0.007232,20.415,0.0187008,20.4409,0.002816,0.007584,0.0250528,0.0354528,0.006496,22.7449,0.02464,22.7761
Geo_1438.mtx,1437960,1437960,63156690,0.198272,45.1813,11.4662,56.8457,0.003456,0.009856,18.7849,18.7982,0.0064,122.534,11.393,133.933,0.183424,36.9634,12.2233,49.3701,0.00384,0.009632,15.5967,15.6101,0.004224,137.459,13.1832,150.646
geom.mtx,7343,7343,31139,0.006848,18.7155,0.06016,18.7825,0.002496,0.007424,0.0836512,0.0935712,0.005856,23.2855,0.0741344,23.3655,0.007904,19.8097,0.0660448,19.8836,0.00256,0.010912,0.0822208,0.0956928,0.006336,23.4147,0.079132,23.5002
germany_osm.mtx,11548845,11548845,36287207,0.258048,68.1916,41.4867,109.936,0.004416,0.009568,7.41317,7.42716,0.007232,42.4558,4.39043,46.8535,0.324544,64.9771,43.6149,108.917,0.005184,0.009312,8.17828,8.19277,0.009792,50.1115,5.92995,56.0513
GlossGT.mtx,72,72,194,0.0064,23.7759,0.0226016,23.8049,0.003424,0.00656,0.0216928,0.0316768,0.005536,23.0364,0.0200224,23.062,0.0072,19.602,0.0235168,19.6327,0.003136,0.007264,0.022784,0.033184,0.007168,22.9597,0.0208213,22.9877
G_n_pin_pout.mtx,100000,100000,1102396,0.003808,19.627,1.2389,20.8697,0.003712,0.007808,6.53401,6.54553,0.005792,27.6772,1.48089,29.1638,0.112288,19.8052,1.19845,21.1159,0.003392,0.00944,4.85827,4.8711,0.003648,28.3328,1.93732,30.2738
goddardRocketProblem_1.mtx,831,831,8913,0.006336,20.5235,0.0269056,20.5567,0.003424,0.007648,0.1052,0.116272,0.00608,22.814,0.0222436,22.8423,0.007616,19.2948,0.0234976,19.3259,0.002688,0.00688,0.0810368,0.0906048,0.006368,22.8401,0.0274592,22.8739
goddardRocketProblem_2.mtx,867,867,9491,0.006656,19.1512,0.0253568,19.1832,0.002944,0.006496,0.0691552,0.0785952,0.006496,23.0636,0.0206116,23.0907,0.007136,19.2834,0.0239072,19.3145,0.002688,0.006592,0.079936,0.089216,0.006624,22.716,0.0212992,22.7439
goodwin.mtx,7320,7320,325863,0.006976,22.0195,2.11008,24.1366,0.002688,0.006752,2.293,2.30244,0.005152,34.09,1.67718,35.7723,0.008448,20.5514,1.96361,22.5235,0.002752,0.007968,2.43641,2.44713,0.005792,33.9167,1.71746,35.64
gr_30_30.mtx,900,900,7744,0.0064,18.8795,0.167117,19.053,0.002688,0.006528,0.194275,0.203491,0.005728,23.1898,0.150426,23.3459,0.007392,19.5499,0.162176,19.7194,0.002912,0.006848,0.236032,0.245792,0.006048,23.0318,0.157907,23.1957
graham1.mtx,9035,9035,337574,0.007456,19.4554,1.14793,20.6107,0.002656,0.007936,0.98041,0.991002,0.005536,28.8055,1.12151,29.9325,0.008096,19.3654,0.843552,20.217,0.003488,0.011776,1.37415,1.38941,0.007168,28.2146,0.965213,29.187
gre_1107.mtx,1107,1107,5664,0.006432,19.0732,0.0665152,19.1461,0.002496,0.00688,0.102195,0.111571,0.006016,22.8576,0.0598016,22.9234,0.007648,19.5334,0.0540992,19.5952,0.003456,0.006912,0.157315,0.167683,0.00688,22.7464,0.0521884,22.8055
gre_115.mtx,115,115,421,0.005984,18.6444,0.023024,18.6734,0.002496,0.006208,0.0266951,0.0353991,0.00608,22.9688,0.0209956,22.9958,0.006784,19.8189,0.0197568,19.8454,0.003008,0.009792,0.0331236,0.0459236,0.006816,23.058,0.0191253,23.0839
gre_185.mtx,185,185,1005,0.005696,18.8076,0.0264448,18.8397,0.002496,0.006176,0.0425056,0.0511776,0.00576,22.7348,0.037312,22.7779,0.006976,19.8265,0.0275168,19.861,0.003008,0.006848,0.0556,0.065456,0.006464,23.1894,0.028704,23.2246
gre_216a.mtx,216,216,876,0.006432,18.9126,0.0516544,18.9707,0.002496,0.007072,0.103741,0.113309,0.005888,22.8266,0.067952,22.9004,0.006496,19.4464,0.0537056,19.5066,0.002848,0.007616,0.115398,0.125862,0.0064,23.0738,0.0575424,23.1377
gre_216b.mtx,216,216,876,0.006656,18.8759,0.0519488,18.9345,0.002496,0.007104,0.1049,0.1145,0.005728,22.8318,0.0680992,22.9057,0.007264,19.5379,0.0531584,19.5983,0.002752,0.0072,0.117027,0.126979,0.00688,22.8654,0.0574304,22.9297
gre_343.mtx,343,343,1435,0.006688,19.0644,0.0616416,19.1327,0.002496,0.006784,0.130237,0.139517,0.005664,22.9448,0.073984,23.0244,0.006976,19.3524,0.0644124,19.4238,0.003072,0.006944,0.163779,0.173795,0.00608,23.1692,0.0681824,23.2435
gre_512.mtx,512,512,2192,0.00544,18.5287,0.0687616,18.6029,0.002464,0.006848,0.163034,0.172346,0.006016,22.8868,0.0895744,22.9824,0.00576,20.3118,0.0764576,20.394,0.002784,0.005984,0.203648,0.212416,0.00608,23.1683,0.077424,23.2518
