filename,cow,col,nnz,alpha_mv_time_gather4[ms],mkl_mv_time_gather4[ms],alpha_mv_time_plain[ms],mkl_mv_time_plain[ms],alpha_mv_time_shuffle[ms],mkl_mv_time_shuffle[ms],alpha_mv_time_sse[ms],mkl_mv_time_sse[ms],alpha_mv_time_vgather[ms],mkl_mv_time_vgather[ms]
jgl009.mtx,12,12,50,0.001232,0.000575,0.002301,0.000584,0.001147,0.000693,0.001147,0.000479,0.001205,0.000929
jgl011.mtx,12,12,76,0.001192,0.000615,0.001257,0.000734,0.001161,0.000725,0.00113,0.00058,0.001207,0.000746
jnlbrng1.mtx,40000,40000,199200,0.421266,0.20799,0.257501,0.317518,0.281429,0.315974,0.263286,0.211803,0.450528,0.275616
Journals.mtx,124,124,12068,0.024051,0.010415,0.011061,0.008532,0.00911,0.009767,0.008768,0.008491,0.024738,0.010453
JP.mtx,87616,67320,13734559,25.295768,12.862562,11.4092,12.808748,10.715235,11.712155,10.041587,10.658646,26.51576,11.410169
jpwh_991.mtx,992,992,6027,0.012887,0.008468,0.008488,0.011955,0.008539,0.012623,0.008125,0.008371,0.014286,0.011922
juba40k.mtx,40340,40340,144945,0.358154,0.28161,0.29444,0.282934,0.271579,0.28375,0.262143,0.28033,0.365832,0.283266
k1_san.mtx,67760,67760,559774,1.146895,0.717808,0.697944,0.680776,0.687112,0.675748,0.913515,0.678664,1.256539,0.680074
k3plates.mtx,11108,11108,378927,0.68679,0.259161,0.29901,0.259154,0.266499,0.262566,0.259234,0.259764,0.686848,0.260294
karate.mtx,36,36,156,0.002262,0.000708,0.001416,0.000876,0.001277,0.000722,0.001205,0.00062,0.001424,0.000711
karted.mtx,46504,133116,1770349,3.877527,2.070762,1.956563,1.930283,1.860315,1.892347,2.115211,1.809919,3.884657,1.86298
Kaufhold.mtx,8768,8768,42471,0.141024,0.137764,0.112552,0.134648,0.104775,0.133017,0.191694,0.133698,0.142962,0.136459
Kemelmacher.mtx,28452,9696,100875,0.161495,0.119503,0.142226,0.177489,0.138088,0.116571,0.131767,0.116892,0.166171,0.178004
kim1.mtx,38416,38416,933195,1.67191,0.690629,0.751796,0.690382,0.672798,0.673123,0.656235,0.652433,1.706804,0.668228
kim2.mtx,456976,456976,11330020,20.937405,12.65781,9.132585,12.308314,8.523793,9.364954,14.586041,10.509821,20.621189,12.449493
kineticBatchReactor_1.mtx,2052,2052,20600,0.039317,0.02962,0.021974,0.029446,0.021281,0.029474,0.020373,0.021561,0.041418,0.021003
kineticBatchReactor_2.mtx,4364,4364,44840,0.087641,0.04687,0.046984,0.059077,0.045992,0.046637,0.043735,0.046678,0.090112,0.064303
kineticBatchReactor_3.mtx,5084,5084,53219,0.105567,0.076375,0.056711,0.0855,0.054268,0.075644,0.052491,0.055809,0.106828,0.055065
kineticBatchReactor_4.mtx,7108,7108,74869,0.146314,0.106346,0.078988,0.107997,0.07703,0.07698,0.073558,0.078216,0.150561,0.07647
kineticBatchReactor_5.mtx,7644,7644,80767,0.158863,0.114803,0.086058,0.086416,0.082476,0.082815,0.07999,0.084627,0.164014,0.116257
kineticBatchReactor_6.mtx,7776,7776,82500,0.167518,0.08458,0.088421,0.085289,0.083586,0.085007,0.081068,0.085304,0.165779,0.107356
kineticBatchReactor_7.mtx,7968,7968,84508,0.165564,0.087455,0.089659,0.12128,0.086701,0.12385,0.084225,0.087655,0.172627,0.120335
kineticBatchReactor_8.mtx,8052,8052,85194,0.165781,0.088493,0.090705,0.120115,0.086642,0.109478,0.084146,0.088109,0.171729,0.087726
kineticBatchReactor_9.mtx,8116,8116,86183,0.169414,0.108307,0.091982,0.091541,0.088154,0.089213,0.084583,0.089103,0.183897,0.089251
kkt_power.mtx,2063496,2063496,14612663,36.251487,22.417401,28.638875,23.859083,21.361056,23.856556,31.684095,30.72982,34.814334,23.368745
kl02.mtx,72,36700,212536,0.369422,0.158028,0.150398,0.210231,0.12929,0.157509,0.129648,0.129694,0.372504,0.159854
kleemin.mtx,8,16,44,0.001184,0.000559,0.001225,0.00068,0.001128,0.000595,0.001103,0.000533,0.001159,0.000573
klein-b1.mtx,32,12,60,0.001197,0.000776,0.001384,0.000935,0.001246,0.000644,0.001165,0.00056,0.001246,0.000767
klein-b2.mtx,20,32,60,0.001225,0.000615,0.001259,0.000743,0.001156,0.000827,0.001144,0.000539,0.001211,0.00062
kneser_10_4_1.mtx,349652,330752,992252,2.994471,2.398016,3.168192,2.037001,2.952248,2.134377,4.798014,4.339383,3.090968,2.384353
kneser_6_2_1.mtx,604,676,2027,0.005442,0.005257,0.004682,0.004416,0.127492,0.004483,0.004326,0.003941,0.005789,0.004269
kneser_8_3_1.mtx,15740,15684,47042,0.128592,0.102397,0.103046,0.096323,0.097722,0.100179,0.09473,0.089612,0.129835,0.090463
Kohonen.mtx,4472,4472,12731,0.046057,0.037675,0.034104,0.037402,0.033037,0.042215,0.031052,0.036369,0.045835,0.037503
kron_g500-logn16.mtx,65536,65536,4912469,9.843462,7.045903,6.148053,7.080244,6.164458,6.658013,10.125477,9.906306,11.065219,6.822616
kron_g500-logn17.mtx,131072,131072,10228360,21.984854,16.490242,16.396037,15.854161,21.132272,18.412497,22.80991,22.596196,22.296086,15.797294
kron_g500-logn18.mtx,262144,262144,21165908,46.350244,45.288335,49.748013,38.642889,31.209827,39.179687,58.242087,58.376487,44.622862,45.053714
kron_g500-logn19.mtx,524288,524288,43562265,94.646765,112.009258,72.613882,99.416265,77.634635,100.983995,101.595682,79.850091,100.249283,73.328318
kron_g500-logn20.mtx,1048576,1048576,89239674,225.896185,208.816078,234.743535,239.660739,215.369563,280.001442,,,308.127231,291.441091
ks2010.mtx,238600,238600,1121798,5.00847,3.582396,3.762744,3.530057,3.833993,3.616431,4.946188,4.915644,5.061598,3.577678
Kuu.mtx,7104,7104,340200,0.646726,0.251911,0.250428,0.222318,0.220915,0.22239,0.224365,0.228946,0.63889,0.221993
ky2010.mtx,161672,161672,787778,4.75323,3.51914,2.869424,2.397636,2.760064,2.324429,3.646573,3.324167,3.615467,2.384202
l30.mtx,2704,16284,52070,0.092142,0.039549,0.04364,0.057698,0.042181,0.058514,0.040022,0.045209,0.094212,0.042615
l9.mtx,244,1484,4659,0.009954,0.004091,0.004933,0.004175,0.004743,0.004117,0.004584,0.00406,0.009529,0.004126
L-9.mtx,17984,17984,71192,0.177514,0.078317,0.105909,0.121598,0.108449,0.078496,0.103354,0.078123,0.188867,0.121843
la2010.mtx,204448,204448,980634,4.383033,2.974886,3.29746,2.952564,3.320443,3.028715,4.069141,3.90183,4.582081,3.023307
laminar_duct3D.mtx,67176,67176,3833077,6.732585,4.051979,2.86558,4.449148,2.965581,4.171854,5.017335,4.934248,6.803968,3.45249
landmark.mtx,71952,2704,1151232,2.205332,0.904783,1.037203,0.950265,0.912985,1.121001,1.714294,1.445802,2.254298,0.899983
language.mtx,399132,399132,1216334,3.677647,3.3409,3.516668,3.218338,3.126875,3.337424,6.066664,6.328231,3.53514,3.362585
lap_25.mtx,28,28,169,0.001426,0.000731,0.001378,0.000727,0.00133,0.000781,0.00136,0.000643,0.001428,0.000911
largebasis.mtx,440020,440020,5560100,10.208363,5.509975,5.335272,6.009316,5.044593,5.650201,5.130677,5.183095,10.576754,6.337597
large.mtx,4284,8620,20635,0.037289,0.040123,0.027142,0.040268,0.027002,0.030653,0.026923,0.030661,0.036977,0.039985
LargeRegFile.mtx,2111156,801376,4944201,9.092944,7.67965,9.903212,7.661466,8.99791,8.699632,8.564479,11.210584,9.12891,8.584066
laser.mtx,3004,3004,9000,0.018128,0.017099,0.014777,0.017086,0.013675,0.011264,0.013388,0.011085,0.018347,0.016999
ldoor.mtx,952204,952204,46522475,96.24898,45.823855,49.554754,47.63193,39.017714,44.60723,78.041604,77.301231,91.054586,52.841426
Lederberg.mtx,8844,8844,41601,0.152717,0.111592,0.112304,0.111741,0.108262,0.111735,0.103478,0.111078,0.151414,0.112765
LeGresley_2508.mtx,2508,2508,16727,0.038203,0.033129,0.024545,0.025667,0.024268,0.026618,0.021947,0.0256,0.040238,0.03298
LeGresley_4908.mtx,4908,4908,30482,0.075858,0.06086,0.041943,0.043707,0.044881,0.044732,0.040171,0.043803,0.178905,0.059655
LeGresley_87936.mtx,87936,87936,593276,1.776059,1.110043,1.148936,1.112193,1.183811,1.114371,1.112458,1.126197,1.82972,1.125151
lesmis.mtx,80,80,508,0.002091,0.001237,0.001734,0.001425,0.001706,0.001442,0.001661,0.000998,0.00208,0.001412
LF10000.mtx,20000,20000,99982,0.206052,0.157888,0.127946,0.157594,0.137582,0.103029,0.13047,0.104039,0.229738,0.103368
LF10.mtx,20,20,82,0.001237,0.000631,0.001307,0.000866,0.001211,0.000614,0.001147,0.000532,0.001249,0.000659
LFAT5000.mtx,19996,19996,79966,0.141737,0.087185,0.111265,0.087809,0.10755,0.087065,0.1726,0.286743,0.185766,0.089338
LFAT5.mtx,16,16,46,0.001178,0.000695,0.001216,0.000632,0.001169,0.000571,0.001087,0.000505,0.001221,0.000717
lhr01.mtx,1480,1480,18592,0.034392,0.016909,0.017838,0.023588,0.016937,0.022213,0.016476,0.015741,0.035146,0.023904
lhr02.mtx,2956,2956,37206,0.068957,0.03124,0.149268,0.044077,0.033947,0.044617,0.032007,0.031173,0.069233,0.045368
lhr04c.mtx,4104,4104,82682,0.14868,0.084147,0.067677,0.083493,0.063597,0.06144,0.061778,0.060859,0.159055,0.060693
lhr04.mtx,4104,4104,82682,0.149348,0.060606,0.067768,0.061613,0.063681,0.062852,0.084496,0.060756,0.16359,0.061864
lhr07c.mtx,7340,7340,156508,0.279691,0.116311,0.125839,0.116253,0.117276,0.157595,0.115585,0.115879,0.283688,0.157609
lhr07.mtx,7340,7340,156508,0.281489,0.157802,0.125925,0.117532,0.117439,0.116957,0.129558,0.116399,0.287623,0.120015
lhr10c.mtx,10672,10672,232633,0.414537,0.17359,0.185027,0.172842,0.173452,0.172251,0.169502,0.187749,0.421569,0.172915
lhr10.mtx,10672,10672,232633,0.422589,0.233994,0.186927,0.172661,0.173695,0.234996,0.313071,0.173531,0.424709,0.176819
lhr11c.mtx,10964,10964,233741,0.417892,0.176042,0.189455,0.237426,0.174983,0.236881,0.171006,0.175039,0.424148,0.239698
lhr11.mtx,10964,10964,233741,0.417745,0.176787,0.189523,0.219635,0.174794,0.176144,0.171154,0.176673,0.423962,0.18494
lhr14c.mtx,14272,14272,307858,0.54895,0.230682,0.245313,0.230988,0.231232,0.231185,0.24478,0.230502,0.55919,0.287405
lhr14.mtx,14272,14272,307858,0.560853,0.31549,0.308837,0.297526,0.23616,0.306814,0.242183,0.242214,0.559575,0.287715
lhr17c.mtx,17576,17576,381975,0.690187,0.286104,0.302603,0.327353,0.284992,0.350771,0.325254,0.283028,0.694464,0.293601
lhr17.mtx,17576,17576,381975,0.679676,0.339754,0.307108,0.286724,0.284086,0.288022,0.278108,0.287015,0.693844,0.325694
lhr34c.mtx,35152,35152,764014,1.390289,0.675888,0.608639,0.568313,0.573965,0.559623,0.58655,1.008737,1.38945,0.585323
lhr34.mtx,35152,35152,764014,1.363211,0.566288,0.627192,0.566641,0.575804,0.561719,0.574854,0.566167,1.441979,0.56749
lhr71c.mtx,70304,70304,1528092,2.760849,1.261503,1.301654,1.278676,1.200709,1.233896,1.288981,1.465036,2.804495,1.342629
lhr71.mtx,70304,70304,1528092,2.756724,1.324206,1.259896,1.24868,1.235024,1.729969,1.278527,1.277557,2.811105,1.331351
light_in_tissue.mtx,29284,29284,406084,0.890376,0.452898,0.471575,0.452781,0.447209,0.462329,0.549746,0.489611,0.917376,0.453963
li.mtx,22696,22696,1350309,2.424641,1.519931,1.045012,1.066911,0.911542,1.462211,1.814569,1.849949,2.507822,1.138467
Lin.mtx,256000,256000,1766400,3.110543,2.621772,2.079434,2.194839,2.215533,2.193745,2.948204,2.907965,3.469469,2.189605
Linux_call_graph.mtx,324088,324088,1208908,7.41113,4.638779,6.043916,4.517419,6.135749,4.735827,8.278802,7.320466,7.453297,4.705457
linverse.mtx,12000,12000,95977,0.179774,0.157944,0.105938,0.103923,0.1066,0.157579,0.103341,0.103379,0.574088,0.157573
L.mtx,956,956,3640,0.010839,0.006137,0.007408,0.006081,0.007352,0.007803,0.007065,0.006026,0.011044,0.011591
lns_131.mtx,132,132,536,0.002186,0.001326,0.002065,0.001375,0.001857,0.001627,0.001811,0.001508,0.002295,0.001699
lns_3937.mtx,3940,3940,25407,0.050292,0.030208,0.031162,0.030671,0.031981,0.030238,0.029694,0.030747,0.051752,0.044363
lns_511.mtx,512,512,2796,0.006668,0.005458,0.004679,0.003982,0.004637,0.003986,0.004477,0.003877,0.006862,0.007453
lnsp_131.mtx,132,132,536,0.002211,0.001666,0.001951,0.001187,0.00197,0.00158,0.001795,0.001112,0.002261,0.00127
lnsp3937.mtx,3940,3940,25407,0.051212,0.02927,0.030696,0.032186,0.031676,0.029297,0.03008,0.030053,0.050717,0.044911
lnsp_511.mtx,512,512,2796,0.006681,0.003767,0.004649,0.003678,0.004726,0.003607,0.004536,0.003571,0.01199,0.005086
lock1074.mtx,1076,1076,51588,0.094724,0.045274,0.03825,0.046416,0.034661,0.033045,0.036067,0.033089,0.103089,0.047814
lock2232.mtx,2232,2232,80352,0.1472,0.051476,0.059192,0.051521,0.051933,0.05064,0.051082,0.051503,0.183033,0.050426
lock3491.mtx,3492,3492,160444,0.288312,0.143817,0.11721,0.143174,0.106509,0.102951,0.105314,0.102997,0.325616,0.144914
lock_700.mtx,700,700,22175,0.041924,0.020003,0.018276,0.022307,0.017004,0.022265,0.01639,0.016006,0.042854,0.022392
lop163.mtx,164,164,935,0.00295,0.001645,0.002253,0.002163,0.002352,0.001568,0.002189,0.001675,0.003684,0.001623
lowThrust_10.mtx,18260,18260,222005,0.421565,0.20652,0.217923,0.216044,0.213149,0.215546,0.20133,0.217022,0.432196,0.205852
lowThrust_11.mtx,18368,18368,223801,0.441373,0.212098,0.22251,0.228077,0.213786,0.20734,0.203827,0.208969,0.437524,0.209859
lowThrust_12.mtx,18460,18460,224593,0.427948,0.22776,0.222271,0.259797,0.218122,0.213347,0.292999,0.213316,0.44038,0.213487
lowThrust_13.mtx,18476,18476,224897,0.427135,0.220523,0.22323,0.25099,0.214813,0.250808,0.302066,0.210969,0.45177,0.21084
lowThrust_1.mtx,584,584,6133,0.012558,0.006548,0.007416,0.006601,0.007106,0.006516,0.006804,0.006458,0.013546,0.00658
lowThrust_2.mtx,2312,2312,26261,0.047633,0.023951,0.025962,0.02383,0.025805,0.023683,0.023968,0.023728,0.049243,0.036496
lowThrust_3.mtx,7064,7064,80645,0.145567,0.104996,0.07445,0.105166,0.074825,0.105174,0.074413,0.073458,0.150159,0.112838
lowThrust_4.mtx,13564,13564,160947,0.30502,0.144822,0.151937,0.175394,0.149761,0.207569,0.145858,0.146817,0.307622,0.197271
lowThrust_5.mtx,16264,16264,198369,0.378388,0.216083,0.191727,0.232467,0.186812,0.181099,0.179161,0.186098,0.38679,0.205312
lowThrust_6.mtx,16928,16928,207349,0.3956,0.213638,0.201127,0.220174,0.194213,0.190046,0.189646,0.192314,0.406898,0.213609
lowThrust_7.mtx,17380,17380,211561,0.400275,0.200162,0.205102,0.22926,0.199841,0.193355,0.210409,0.19413,0.434316,0.193911
lowThrust_8.mtx,17704,17704,216445,0.422737,0.19927,0.209361,0.19903,0.205009,0.218298,0.195665,0.205371,0.437562,0.198717
lowThrust_9.mtx,18044,18044,219589,0.414851,0.201502,0.213869,0.205057,0.209856,0.230154,0.199728,0.208176,0.427101,0.229476
lp1.mtx,534388,534388,1643420,4.971511,3.369269,3.246409,3.047983,2.900451,2.9907,5.353766,5.437701,3.356999,3.06267
lp22.mtx,2960,16392,68518,0.138707,0.080568,0.068696,0.070591,0.072801,0.066174,0.064324,0.066486,0.142102,0.065385
lp_25fv47.mtx,824,1876,10705,0.021567,0.014693,0.011731,0.014577,0.011005,0.011045,0.010644,0.01086,0.02217,0.011146
lp_80bau3b.mtx,2264,12064,23264,0.04736,0.0367,0.026545,0.035489,0.025794,0.027051,0.024587,0.026841,0.04872,0.03549
lp_adlittle.mtx,56,140,424,0.001923,0.000994,0.001707,0.001313,0.001581,0.001131,0.001527,0.000875,0.001915,0.001259
lp_afiro.mtx,28,52,102,0.001309,0.000667,0.001394,0.000787,0.001242,0.000633,0.001209,0.000575,0.001281,0.000719
lp_agg2.mtx,516,760,4740,0.012777,0.005359,0.005929,0.005401,0.00575,0.006644,0.005543,0.0053,0.010097,0.007479
lp_agg3.mtx,516,760,4756,0.00991,0.00748,0.00598,0.005412,0.005772,0.007487,0.005536,0.005296,0.010108,0.005374
lp_agg.mtx,488,616,2862,0.006511,0.005596,0.004545,0.005598,0.004558,0.005499,0.004386,0.005416,0.006721,0.0065
lp_bandm.mtx,308,472,2494,0.005818,0.004266,0.003728,0.004228,0.003629,0.004228,0.003539,0.003114,0.005832,0.005761
lp_beaconfd.mtx,176,296,3408,0.007606,0.004116,0.004029,0.003291,0.004687,0.004133,0.003532,0.003174,0.007455,0.003288
lp_blend.mtx,76,116,522,0.002087,0.001474,0.001761,0.001768,0.001679,0.001177,0.001585,0.001042,0.002156,0.001106
lp_bnl1.mtx,644,1588,5532,0.011584,0.009983,0.006846,0.008474,0.008011,0.006187,0.006296,0.006066,0.011772,0.00842
lp_bnl2.mtx,2324,4488,14996,0.030546,0.017605,0.019315,0.024041,0.017159,0.024049,0.016751,0.0175,0.030531,0.018597
lp_bore3d.mtx,236,336,1448,0.003804,0.002938,0.002808,0.002971,0.00274,0.002202,0.002623,0.002008,0.00388,0.002874
lp_brandy.mtx,220,304,2202,0.005279,0.003421,0.003321,0.00341,0.003124,0.003408,0.003,0.002447,0.005331,0.002614
lp_capri.mtx,272,484,1896,0.004607,0.003666,0.003266,0.00361,0.003135,0.002764,0.00306,0.002644,0.004675,0.00366
lp_cre_a.mtx,3516,7248,18168,0.040243,0.030178,0.027586,0.036801,0.025906,0.038071,0.025493,0.029994,0.040825,0.036869
lp_cre_b.mtx,9648,77140,260785,0.522403,0.227053,0.246105,0.228097,0.226067,0.226816,0.227589,0.2309,0.524941,0.226947
lp_cre_c.mtx,3068,6412,15977,0.036026,0.033658,0.024012,0.033448,0.022595,0.026608,0.03597,0.026695,0.036841,0.032359
lp_cre_d.mtx,8928,73948,246614,0.492298,0.212554,0.232292,0.213609,0.212053,0.243687,0.209722,0.213444,0.492899,0.228426
lp_cycle.mtx,1904,3372,21234,0.04344,0.032386,0.024922,0.024318,0.02267,0.024273,0.0218,0.025544,0.044689,0.032418
lp_czprob.mtx,932,3564,10708,0.021,0.01046,0.011726,0.010519,0.010784,0.013788,0.013239,0.010353,0.021531,0.01048
lp_d2q06c.mtx,2172,5832,33081,0.071631,0.048244,0.039109,0.047107,0.036795,0.04806,0.034244,0.039728,0.072512,0.048425
lp_d6cube.mtx,416,6184,37704,0.082258,0.032317,0.386963,0.024174,0.024347,0.031147,0.023981,0.024329,0.069416,0.032584
lp_degen2.mtx,444,760,4201,0.009055,0.006361,0.005364,0.004634,0.005031,0.004592,0.004917,0.004538,0.009154,0.00466
lp_degen3.mtx,1504,2604,25432,0.048759,0.022719,0.02424,0.031287,0.022019,0.029407,0.021659,0.022632,0.049703,0.030593
lp_dfl001.mtx,6072,12232,35632,0.102244,0.090314,0.07364,0.090278,0.069686,0.0902,0.066487,0.090188,0.111685,0.103385
lp_e226.mtx,224,472,2768,0.007619,0.004057,0.003629,0.003335,0.003459,0.0032,0.003361,0.003119,0.006267,0.002967
lp_etamacro.mtx,400,816,2537,0.006649,0.005028,0.004115,0.003665,0.0041,0.003553,0.00391,0.00339,0.00632,0.00353
lp_fffff800.mtx,524,1028,6401,0.013987,0.006574,0.007422,0.008784,0.006874,0.006493,0.006718,0.006354,0.014582,0.009086
lp_finnis.mtx,500,1064,2760,0.006676,0.004748,0.00461,0.004787,0.004389,0.004807,0.005055,0.004786,0.00677,0.005926
lp_fit1d.mtx,24,1052,13427,0.024391,0.00797,0.009732,0.009706,0.008503,0.009732,0.008395,0.007803,0.024463,0.008024
lp_fit1p.mtx,628,1680,9868,0.019419,0.009679,0.009981,0.014115,0.009666,0.009662,0.0092,0.009619,0.020015,0.01276
lp_fit2d.mtx,28,10524,129042,0.22432,0.070742,0.082829,0.085652,0.069514,0.083019,0.082979,0.071726,0.236559,0.086125
lp_fit2p.mtx,3000,13528,50284,0.105254,0.053409,0.055443,0.067392,0.051713,0.053339,0.05051,0.054908,0.109253,0.067535
lp_ganges.mtx,1312,1708,6937,0.015057,0.008985,0.009617,0.012226,0.008903,0.009101,0.008801,0.008922,0.017318,0.012109
lp_gfrd_pnc.mtx,616,1160,2445,0.006111,0.013997,0.004741,0.006289,0.004668,0.00542,0.004537,0.005254,0.006487,0.006289
lp_greenbea.mtx,2392,5600,31070,0.065728,0.036091,0.03602,0.035898,0.033297,0.03586,0.0318,0.034867,0.066039,0.044828
lp_greenbeb.mtx,2392,5600,31070,0.066598,0.03568,0.036036,0.043804,0.034152,0.034831,0.032588,0.034839,0.077281,0.039457
lp_grow15.mtx,300,648,5620,0.010965,0.004858,0.005728,0.006123,0.005541,0.004914,0.005301,0.00555,0.011187,0.007016
lp_grow22.mtx,440,948,8252,0.015488,0.006897,0.007824,0.006913,0.007498,0.006983,0.00727,0.006702,0.017172,0.009973
lp_grow7.mtx,140,304,2612,0.005704,0.002637,0.003309,0.002557,0.005289,0.002609,0.003027,0.00255,0.00586,0.002512
lpi_bgdbg1.mtx,348,632,1662,0.004268,0.003199,0.003368,0.002982,0.003268,0.002975,0.003152,0.002933,0.004416,0.003775
lpi_bgetam.mtx,400,816,2537,0.006124,0.005026,0.004177,0.00351,0.004064,0.00506,0.003894,0.003405,0.006368,0.00504
lpi_bgindy.mtx,2672,10880,66266,0.129743,0.05825,0.06219,0.076001,0.056364,0.058939,0.055668,0.058505,0.126607,0.075062
lpi_bgprtr.mtx,20,40,70,0.001248,0.000731,0.001346,0.00063,0.00117,0.000737,0.001143,0.000546,0.001259,0.000714
lpi_box1.mtx,232,264,651,0.002453,0.001888,0.002264,0.002777,0.002073,0.001439,0.001964,0.00134,0.00231,0.001922
lpi_ceria3d.mtx,3576,4400,21178,0.039243,0.028145,0.027181,0.035852,0.022749,0.028137,0.024088,0.028626,0.039337,0.035796
lpi_chemcom.mtx,288,744,1590,0.004599,0.002538,0.00315,0.002554,0.003163,0.003403,0.003035,0.002449,0.005216,0.003377
lpi_cplex1.mtx,3008,5224,10947,0.02132,0.018741,0.016424,0.016405,0.014642,0.015215,0.014419,0.015108,0.020165,0.015215
lpi_cplex2.mtx,224,380,1215,0.003232,0.002187,0.002573,0.002695,0.002356,0.002671,0.002325,0.002834,0.003347,0.002711
lpi_ex72a.mtx,200,216,467,0.001944,0.001604,0.002081,0.0016,0.001822,0.001245,0.001803,0.00137,0.002027,0.00126
lpi_ex73a.mtx,196,212,457,0.00202,0.001219,0.001976,0.001566,0.002407,0.001571,0.001754,0.001354,0.001887,0.001575
lpi_forest6.mtx,68,132,246,0.002181,0.000886,0.001543,0.001081,0.001522,0.000856,0.001384,0.000758,0.001629,0.001093
lpi_galenet.mtx,8,16,22,0.00111,0.000631,0.001331,0.000635,0.00114,0.000671,0.001103,0.000455,0.001111,0.000613
lpi_gosh.mtx,3792,13456,99953,0.211673,0.07679,0.085255,0.077287,0.078301,0.076602,0.075676,0.076999,0.191697,0.100628
lpi_gran.mtx,2660,2528,20111,0.041081,0.021067,0.023929,0.030252,0.021054,0.029987,0.020672,0.020596,0.041118,0.030032
lpi_greenbea.mtx,2396,5596,31074,0.066909,0.042839,0.036953,0.04263,0.033401,0.035127,0.032243,0.035661,0.066893,0.04425
lpi_itest2.mtx,12,16,26,0.001173,0.000564,0.001182,0.00066,0.001163,0.000536,0.001093,0.000511,0.001232,0.000594
lpi_itest6.mtx,12,20,29,0.001208,0.000633,0.001219,0.000558,0.001136,0.000648,0.001143,0.00051,0.001195,0.000572
lpi_klein1.mtx,56,108,750,0.002442,0.001588,0.001857,0.001554,0.001764,0.001558,0.001654,0.001054,0.00248,0.001174
lpi_klein2.mtx,480,532,5062,0.01033,0.010408,0.006161,0.007727,0.005951,0.005574,0.005701,0.005373,0.010682,0.005564
lpi_klein3.mtx,996,1084,13101,0.025825,0.017823,0.013757,0.013157,0.01321,0.013165,0.012734,0.012998,0.026342,0.013615
lpi_mondou2.mtx,312,604,1208,0.003485,0.003005,0.002809,0.002985,0.002764,0.003021,0.002676,0.002371,0.003571,0.00298
lpi_pang.mtx,364,744,2933,0.006785,0.00372,0.004371,0.003666,0.004236,0.005145,0.004054,0.003625,0.006921,0.003762
lpi_pilot4i.mtx,412,1124,5264,0.010806,0.005025,0.005867,0.007142,0.005641,0.005039,0.00557,0.004958,0.011026,0.005091
lpi_qual.mtx,324,464,1646,0.004202,0.003814,0.003157,0.003835,0.003101,0.003838,0.002981,0.003098,0.004243,0.003145
lpi_reactor.mtx,320,808,2591,0.005769,0.003243,0.003867,0.004415,0.003628,0.003296,0.003497,0.003185,0.005925,0.003451
lpi_refinery.mtx,324,464,1626,0.004231,0.003812,0.003307,0.003036,0.003163,0.003834,0.002977,0.003042,0.004257,0.003808
lp_israel.mtx,176,316,2443,0.005699,0.003566,0.003372,0.003567,0.003216,0.00266,0.003117,0.002547,0.005881,0.002703
lpi_vol1.mtx,324,464,1646,0.004193,0.003137,0.003153,0.003826,0.00324,0.003341,0.002996,0.005363,0.004298,0.011
lpi_woodinfe.mtx,36,92,140,0.001408,0.000711,0.001481,0.000722,0.001289,0.000735,0.001292,0.000653,0.00143,0.000716
lp_kb2.mtx,44,68,313,0.001678,0.001156,0.001523,0.001151,0.001516,0.000906,0.001389,0.000815,0.001704,0.001146
lp_ken_07.mtx,2428,3604,8404,0.018932,0.018063,0.013519,0.017264,0.013131,0.010571,0.012811,0.01049,0.01845,0.015382
lp_ken_11.mtx,14696,21352,49058,0.103185,0.090584,0.074655,0.090443,0.07055,0.062554,0.070437,0.063028,0.105587,0.090474
lp_ken_13.mtx,28632,42660,97246,0.206748,0.180173,0.146724,0.17902,0.140703,0.122442,0.139162,0.124416,0.206534,0.124069
lp_ken_18.mtx,105128,154700,358171,0.747136,0.533403,0.551471,0.521601,0.530202,0.520808,0.636503,0.54469,0.754883,0.522592
lpl1.mtx,32460,32460,328036,0.651466,0.355361,0.360051,0.355785,0.357137,0.366724,0.401685,0.359936,0.728057,0.357538
lpl2.mtx,3296,10884,32232,0.062495,0.032799,0.033587,0.04683,0.032198,0.031742,0.032315,0.031706,0.06689,0.045991
lpl3.mtx,10828,33688,100525,0.193901,0.116032,0.103353,0.149441,0.101553,0.102812,0.097642,0.102569,0.198975,0.103004
lp_lotfi.mtx,156,368,1136,0.003412,0.002392,0.002381,0.002346,0.002226,0.00177,0.002189,0.001721,0.003361,0.002348
lp_maros.mtx,848,1968,10137,0.020413,0.01415,0.011103,0.01063,0.010592,0.010594,0.010127,0.010453,0.020779,0.010635
lp_maros_r7.mtx,3136,9408,144848,0.260322,0.124406,0.101971,0.087842,0.090593,0.125384,0.090388,0.092339,0.262548,0.12494
lp_modszk1.mtx,688,1620,3168,0.009679,0.005762,0.005721,0.00574,0.005696,0.007218,0.005493,0.005716,0.009021,0.007219
lp_nug05.mtx,212,228,1050,0.003373,0.001624,0.002463,0.001603,0.002579,0.001626,0.002388,0.001555,0.003459,0.001645
lp_nug06.mtx,372,488,2232,0.008784,0.002742,0.003777,0.004017,0.003955,0.002708,0.003786,0.002624,0.005491,0.004014
lp_nug07.mtx,604,932,4214,0.008345,0.008441,0.005957,0.005572,0.006323,0.005621,0.005917,0.005384,0.008682,0.008436
