filename,cow,col,nnz,alpha_mv_time_gather4[ms],mkl_mv_time_gather4[ms],alpha_mv_time_plain[ms],mkl_mv_time_plain[ms],alpha_mv_time_shuffle[ms],mkl_mv_time_shuffle[ms],alpha_mv_time_sse[ms],mkl_mv_time_sse[ms],alpha_mv_time_vgather[ms],mkl_mv_time_vgather[ms]
dc2.mtx,116836,116836,766396,1.484481,0.901866,0.883641,0.900688,0.880693,0.950358,1.047623,1.163628,1.548539,0.906677
dc3.mtx,116836,116836,766396,1.523728,0.902775,0.895146,0.902878,0.884204,0.900148,1.18204,1.205421,1.553384,1.173919
d_dyn1.mtx,88,88,238,0.001494,0.000884,0.003641,0.000911,0.001558,0.000914,0.001382,0.000789,0.001467,0.000953
d_dyn.mtx,88,88,238,0.001557,0.001688,0.001567,0.000922,0.001415,0.001103,0.001417,0.000824,0.001464,0.001125
de063155.mtx,852,1848,4913,0.009659,0.009459,0.006906,0.007174,0.006639,0.008335,0.006458,0.007062,0.009961,0.009409
de063157.mtx,936,1908,5119,0.010136,0.00987,0.00721,0.007536,0.00706,0.007561,0.007554,0.007651,0.010264,0.007573
de080285.mtx,936,1908,5082,0.010026,0.009666,0.007128,0.009752,0.00709,0.007437,0.006711,0.007347,0.010699,0.009709
de2010.mtx,24116,24116,116056,0.471171,0.331865,0.354864,0.331566,0.357567,0.3331,0.341685,0.339791,0.476359,0.334237
debr.mtx,1048576,1048576,4194298,11.789529,5.218982,6.112403,4.799313,6.32274,6.747423,8.570411,8.183306,11.941287,5.483784
degme.mtx,185504,659416,8127528,19.898415,10.599626,9.145528,9.261062,9.521473,12.28679,9.139755,9.220094,18.549034,10.378301
delaunay_n10.mtx,1024,1024,6112,0.013191,0.013633,0.00898,0.015252,0.009128,0.013608,0.008589,0.015577,0.014007,0.015347
delaunay_n11.mtx,2048,2048,12254,0.026461,0.027508,0.018506,0.030636,0.01859,0.031942,0.017946,0.027918,0.027944,0.030654
delaunay_n12.mtx,4096,4096,24528,0.057289,0.059367,0.065696,0.057395,0.039,0.058455,0.036754,0.0566,0.061263,0.05739
delaunay_n13.mtx,8192,8192,49094,0.12982,0.114244,0.090052,0.11354,0.087231,0.114841,0.082108,0.112969,0.137763,0.115843
delaunay_n14.mtx,16384,16384,98244,0.284894,0.315795,0.194854,0.226928,0.19582,0.226524,0.184645,0.236716,0.294051,0.263204
delaunay_n15.mtx,32768,32768,196548,0.629267,0.451979,0.442612,0.454866,0.418674,0.454125,0.398246,0.45428,0.660521,0.453121
delaunay_n16.mtx,65536,65536,393150,1.257362,0.911375,0.848485,0.916214,0.860604,0.915663,0.824389,0.907637,1.311669,0.910406
delaunay_n17.mtx,131072,131072,786352,2.581529,1.858054,1.721014,1.827274,1.748074,1.829337,1.679585,1.846596,2.554213,1.832272
delaunay_n18.mtx,262144,262144,1572792,5.481458,3.729752,3.62677,4.38991,3.638767,3.828864,3.468519,5.815201,5.21521,3.772928
delaunay_n19.mtx,524288,524288,3145646,10.972241,7.946555,8.06303,8.539888,7.404322,7.91492,11.423782,12.16017,10.920358,8.752405
delaunay_n20.mtx,1048576,1048576,6291372,24.85479,20.07093,15.141267,16.961176,15.322329,17.413449,21.517914,22.406086,23.408299,19.222481
delaunay_n21.mtx,2097152,2097152,12582816,59.770323,44.009859,40.749941,42.219395,31.405005,36.937454,45.803415,46.656542,59.604947,43.448994
delaunay_n22.mtx,4194304,4194304,25165738,116.219716,71.532285,66.209373,81.406683,67.013575,68.684635,102.925421,103.434905,127.771778,74.52551
delaunay_n23.mtx,8388608,8388608,50331568,211.29773,186.284287,128.703336,158.112245,135.322731,145.612379,194.261561,162.885303,204.582268,150.816884
delaunay_n24.mtx,16777216,16777216,100663202,399.166885,313.089379,265.872476,329.693601,266.84135,284.284346,,,429.295108,321.445276
delf.mtx,3172,6656,15397,0.027858,0.022941,0.020815,0.029449,0.022488,0.030577,0.020008,0.024248,0.035818,0.022916
Delor295K.mtx,295736,1823928,2401323,7.341293,5.123032,5.83209,9.34351,5.775885,6.385809,11.256679,11.691305,8.296949,10.197481
Delor338K.mtx,343236,887060,4211599,11.268705,9.983596,7.503132,6.518128,6.522687,8.193229,15.019604,15.166681,17.241329,7.775276
Delor64K.mtx,64720,1785348,652140,1.767129,2.59335,1.3937,1.916223,1.30183,2.042502,3.165151,3.401759,1.757061,1.996152
deltaX.mtx,68600,21964,247424,0.339785,0.380381,0.338197,0.30107,0.285373,0.301309,0.289164,0.318721,0.336658,0.306465
denormal.mtx,89400,89400,1156224,2.150983,1.035386,1.169402,1.021727,1.008222,1.006964,2.19177,1.593526,2.25895,1.03939
descriptor_xingo6u.mtx,20740,20740,73916,0.183725,0.144346,0.148382,0.143685,0.138476,0.147457,0.13698,0.14405,0.187961,0.146142
deter0.mtx,1924,5468,11173,0.026003,0.01359,0.014468,0.019128,0.016939,0.020352,0.014139,0.014534,0.027154,0.019134
deter1.mtx,5528,15740,32187,0.074628,0.056908,0.039621,0.057877,0.040761,0.039544,0.038912,0.039166,0.076729,0.056944
deter2.mtx,6096,17316,35731,0.081372,0.062273,0.045524,0.043201,0.045866,0.062172,0.044965,0.041859,0.087833,0.062138
deter3.mtx,7648,21780,44547,0.101226,0.078629,0.054639,0.054231,0.056722,0.079459,0.053568,0.053562,0.106623,0.059705
deter4.mtx,3236,9136,19231,0.044326,0.022754,0.024632,0.032074,0.026122,0.023201,0.02339,0.022751,0.045834,0.033412
deter5.mtx,5104,14532,29715,0.067935,0.03629,0.036625,0.036394,0.037382,0.052596,0.036066,0.035302,0.071387,0.036679
deter6.mtx,4256,12116,24771,0.055975,0.044783,0.031342,0.044506,0.03378,0.029587,0.030296,0.02944,0.059464,0.045557
deter7.mtx,6376,18156,37131,0.084018,0.044582,0.045782,0.065417,0.047263,0.044875,0.045128,0.044474,0.08846,0.047494
deter8.mtx,3832,10908,22299,0.050784,0.040227,0.027578,0.040158,0.122859,0.02666,0.027158,0.026804,0.053569,0.026693
df2177.mtx,632,10360,22336,0.045218,0.024141,0.021271,0.018284,0.018953,0.024055,0.018296,0.018104,0.045988,0.0182
diag.mtx,2560,2560,8184,0.015562,0.016472,0.016297,0.01892,0.013332,0.01539,0.013048,0.015414,0.030949,0.015313
dictionary28.mtx,52652,52652,178076,0.983831,0.676402,0.813716,0.687433,0.818055,0.675606,0.786947,0.725178,0.978961,0.677465
dielFilterV2clx.mtx,607232,607232,25309272,48.113077,26.587652,21.387329,24.620701,19.893265,23.323529,35.957478,34.107119,48.536253,21.542236
dielFilterV2real.mtx,1157456,1157456,48538952,98.702594,77.651411,40.669788,42.534736,37.521691,61.156788,40.371655,41.851913,93.314267,55.653267
dielFilterV3clx.mtx,420408,420408,32886208,61.502161,37.918968,26.299958,31.017524,23.523024,33.505866,46.64811,45.204834,63.994321,25.961838
divorce.mtx,52,12,225,0.001493,0.000825,0.001508,0.000808,0.001495,0.000849,0.001401,0.000701,0.001538,0.001601
dixmaanl.mtx,60000,60000,299998,0.642191,0.313411,0.393637,0.314755,0.415119,0.391699,0.422655,0.316669,0.67529,0.31832
DK01R.mtx,904,904,11766,0.022583,0.014616,0.011566,0.010182,0.012456,0.014606,0.010594,0.009995,0.023209,0.010136
dolphins.mtx,64,64,318,0.001681,0.000886,0.001585,0.000908,0.001531,0.002519,0.001445,0.000813,0.001677,0.000984
d_pretok.mtx,182732,182732,1641672,3.002924,2.065325,1.860415,1.91446,1.818742,1.916352,2.888873,2.622246,3.306,1.926763
d_ss.mtx,56,56,149,0.00136,0.00076,0.001405,0.000896,0.0013,0.000731,0.001271,0.000644,0.001302,0.000755
dtoc.mtx,24996,24996,69972,0.1209,0.086394,0.1105,0.132805,0.104316,0.086539,0.098236,0.088035,0.117808,0.132598
Dubcova1.mtx,16132,16132,253009,0.455325,0.209282,0.252463,0.307968,0.222464,0.30678,0.219842,0.235877,0.465549,0.307099
Dubcova2.mtx,65028,65028,1030225,1.843656,0.889789,1.020975,0.8945,0.898054,0.890818,1.302599,1.507593,1.884169,0.881007
Dubcova3.mtx,146692,146692,3636649,6.862736,3.22969,2.979797,3.034041,2.83303,3.10091,5.550559,5.364528,7.327587,3.123012
dw1024.mtx,2048,2048,10114,0.022918,0.01211,0.014683,0.012052,0.015374,0.012113,0.014639,0.011972,0.024533,0.017354
dw2048.mtx,2048,2048,10114,0.023199,0.018534,0.014733,0.01739,0.015423,0.017345,0.01461,0.012059,0.024636,0.017411
dw256A.mtx,512,512,2480,0.006566,0.003633,0.004509,0.003603,0.00462,0.00492,0.004332,0.003716,0.006856,0.004927
dw256B.mtx,512,512,2500,0.006522,0.00385,0.004471,0.005066,0.004664,0.00387,0.0044,0.003847,0.006841,0.003866
dw4096.mtx,8192,8192,41746,0.087958,0.049494,0.056474,0.069498,0.059372,0.048735,0.055765,0.049606,0.095284,0.070143
dw8192.mtx,8192,8192,41746,0.088863,0.049472,0.057011,0.048597,0.059259,0.048642,0.056729,0.048657,0.095264,0.049434
dwa512.mtx,512,512,2480,0.00732,0.004947,0.004499,0.005423,0.004613,0.006603,0.004351,0.00351,0.006858,0.003662
dwb512.mtx,512,512,2500,0.007239,0.00384,0.004423,0.005062,0.004614,0.003862,0.004371,0.003808,0.006892,0.005068
dwg961a.mtx,964,964,3405,0.008784,0.004508,0.007444,0.004705,0.007173,0.006331,0.006138,0.004471,0.009291,0.00683
dwg961b.mtx,964,964,10591,0.020545,0.010214,0.01143,0.015236,0.010971,0.017247,0.010663,0.010131,0.022058,0.010168
dwt_1005.mtx,1008,1008,8621,0.017019,0.00956,0.010126,0.009659,0.010214,0.009625,0.009795,0.010593,0.017742,0.011066
dwt_1007.mtx,1008,1008,8575,0.017781,0.009371,0.010542,0.014068,0.010234,0.01405,0.00983,0.009241,0.018659,0.014115
dwt_1242.mtx,1244,1244,10426,0.021683,0.013323,0.012441,0.011713,0.012288,0.01314,0.011806,0.011713,0.022535,0.011737
dwt_162.mtx,164,164,1182,0.003342,0.00199,0.002457,0.002652,0.002561,0.001896,0.002341,0.0018,0.003495,0.002663
dwt_193.mtx,196,196,3493,0.007649,0.004724,0.004161,0.003484,0.003993,0.003462,0.003863,0.003294,0.007677,0.006327
dwt_198.mtx,200,200,1392,0.003762,0.002293,0.00277,0.00305,0.002822,0.00218,0.002557,0.003185,0.003907,0.003045
dwt_209.mtx,212,212,1743,0.0044,0.002536,0.002978,0.002511,0.003017,0.003462,0.002826,0.002295,0.004544,0.002459
dwt_221.mtx,224,224,1629,0.004228,0.002413,0.002995,0.003444,0.002999,0.003423,0.002815,0.002374,0.004375,0.003414
dwt_234.mtx,236,236,834,0.002539,0.001906,0.002443,0.00236,0.002282,0.001968,0.002175,0.001808,0.002494,0.001941
dwt_245.mtx,248,248,1461,0.003947,0.002958,0.002888,0.002941,0.002861,0.00356,0.002762,0.002844,0.004072,0.002928
dwt_2680.mtx,2680,2680,25026,0.050941,0.027047,0.029255,0.027684,0.027881,0.03999,0.036067,0.027931,0.053587,0.026965
dwt_307.mtx,308,308,2523,0.006026,0.003163,0.00391,0.004643,0.003775,0.004655,0.003658,0.003059,0.006207,0.003209
dwt_310.mtx,312,312,2448,0.005773,0.003198,0.003882,0.004618,0.003744,0.004599,0.003554,0.003242,0.006111,0.003302
dwt_346.mtx,348,348,3226,0.007289,0.003916,0.004428,0.003926,0.004289,0.00536,0.004125,0.003716,0.007343,0.003863
dwt_361.mtx,364,364,2953,0.006747,0.005929,0.004341,0.003822,0.004193,0.005497,0.004053,0.003597,0.006956,0.003809
dwt_419.mtx,420,420,3563,0.008937,0.004336,0.004974,0.006224,0.004986,0.004286,0.004787,0.004209,0.008221,0.00434
dwt_492.mtx,492,492,3156,0.007231,0.008338,0.004925,0.004367,0.004979,0.006274,0.004737,0.00428,0.007605,0.004409
dwt_503.mtx,504,504,6027,0.012639,0.006038,0.006926,0.006052,0.006662,0.008619,0.007425,0.005972,0.013067,0.008612
dwt_512.mtx,512,512,3502,0.007954,0.004677,0.005422,0.007672,0.008008,0.006533,0.004849,0.004622,0.00939,0.006549
dwt_592.mtx,592,592,5104,0.011158,0.0059,0.006696,0.008642,0.006612,0.010193,0.006249,0.005764,0.01166,0.008599
dwt_59.mtx,60,60,267,0.001692,0.000973,0.001503,0.001146,0.001475,0.00096,0.001437,0.000854,0.001745,0.002798
dwt_607.mtx,608,608,5131,0.011008,0.006058,0.006695,0.008702,0.006711,0.010397,0.006332,0.005924,0.011381,0.006043
dwt_66.mtx,68,68,320,0.001821,0.001001,0.001586,0.000919,0.001512,0.000939,0.001512,0.000844,0.0018,0.000963
dwt_72.mtx,72,72,222,0.001509,0.001034,0.0015,0.001032,0.001379,0.001036,0.001325,0.000747,0.001406,0.000878
dwt_758.mtx,760,760,5994,0.012816,0.01045,0.007835,0.00719,0.007716,0.010475,0.007403,0.007036,0.013373,0.01045
dwt_869.mtx,872,872,7285,0.015245,0.00864,0.009012,0.008648,0.009018,0.01253,0.008592,0.008606,0.015997,0.012498
dwt_878.mtx,880,880,7448,0.015579,0.014804,0.009279,0.008235,0.009051,0.012343,0.008688,0.008121,0.023554,0.008214
dwt_87.mtx,88,88,541,0.002216,0.001577,0.001789,0.001582,0.001716,0.001672,0.001666,0.001069,0.002189,0.001193
dwt_918.mtx,920,920,7384,0.015696,0.008705,0.009356,0.012509,0.009376,0.012526,0.010304,0.008624,0.016318,0.008677
dwt_992.mtx,992,992,16744,0.031059,0.013722,0.01521,0.013639,0.014802,0.01926,0.013973,0.013582,0.032412,0.019199
dynamicSoaringProblem_1.mtx,648,648,5367,0.010952,0.008714,0.006797,0.006069,0.006678,0.007469,0.00646,0.006166,0.011216,0.0061
dynamicSoaringProblem_2.mtx,1592,1592,15588,0.030494,0.017347,0.016895,0.022205,0.016376,0.015777,0.01584,0.015683,0.032465,0.022201
dynamicSoaringProblem_3.mtx,2872,2872,32022,0.060659,0.043783,0.032081,0.031576,0.030804,0.043593,0.029857,0.03157,0.063737,0.030534
dynamicSoaringProblem_4.mtx,3192,3192,36516,0.070457,0.034297,0.036461,0.048763,0.035297,0.048475,0.033391,0.034291,0.071554,0.048465
dynamicSoaringProblem_5.mtx,3272,3272,36789,0.069903,0.03609,0.036444,0.049719,0.034752,0.048693,0.034053,0.035765,0.072002,0.048702
dynamicSoaringProblem_6.mtx,3432,3432,36741,0.070604,0.03582,0.036936,0.035892,0.035879,0.036031,0.034781,0.036217,0.071981,0.036149
dynamicSoaringProblem_7.mtx,3512,3512,37680,0.072167,0.037732,0.038112,0.052402,0.03683,0.036947,0.035628,0.03805,0.074031,0.036887
dynamicSoaringProblem_8.mtx,3544,3544,38136,0.073136,0.051723,0.038384,0.051541,0.037602,0.036862,0.036946,0.037051,0.075225,0.036818
e18.mtx,24620,38604,156466,0.353566,0.199285,0.20409,0.199055,0.207585,0.2162,0.203546,0.198936,0.366059,0.198657
e40r0100.mtx,17284,17284,553562,1.102267,0.446473,0.49842,0.445361,0.451112,0.443923,0.501487,0.623083,1.113828,0.445332
EAT_RS.mtx,23220,23220,325592,0.92897,0.602843,0.654706,0.605226,0.625412,0.599585,0.665086,0.651431,0.940122,0.607191
EAT_SR.mtx,23220,23220,325589,0.840881,0.440335,0.477123,0.442907,0.462038,0.442508,0.461874,0.454487,0.827593,0.456254
ecl32.mtx,51996,51996,380415,0.852218,0.48738,0.505523,0.483832,0.504017,0.480164,0.481648,0.583291,0.875368,0.498372
ecology1.mtx,1000000,1000000,4996000,10.648649,5.634384,6.561514,6.814628,6.963469,5.816466,9.264375,9.024459,11.279218,5.958931
ecology2.mtx,1000000,1000000,4995991,10.616574,5.826891,6.430283,6.81271,6.918745,5.638731,8.915733,7.157399,11.366406,5.807471
email-Enron.mtx,36692,36692,367662,1.079301,0.698764,0.723194,0.68143,0.703952,0.683344,0.707888,0.70192,1.081478,0.681277
email-EuAll.mtx,265216,265216,420045,2.089145,1.728231,1.889952,1.71524,1.777731,1.711262,1.729308,1.702741,1.995372,1.74642
email.mtx,1136,1136,10902,0.022255,0.012795,0.013132,0.016695,0.012375,0.021841,0.011872,0.012788,0.023069,0.012843
Emilia_923.mtx,923136,923136,41005206,73.340212,29.978976,31.148816,31.71611,29.672285,32.301916,31.734328,47.670066,73.851148,33.656332
engine.mtx,143572,143572,4706073,9.235229,4.511254,4.317377,4.283059,4.233572,4.44469,6.430541,4.199884,10.407035,4.420693
enron.mtx,69244,69244,276143,0.871037,0.601417,0.588089,0.594866,0.547816,0.593004,0.532699,0.609851,0.864779,0.601102
EPA.mtx,4772,4772,8965,0.039007,0.035345,0.030193,0.037079,0.028901,0.030771,0.028625,0.030288,0.038605,0.030482
epb0.mtx,1796,1796,7764,0.012273,0.013459,0.010805,0.013469,0.009628,0.010987,0.009568,0.008998,0.012222,0.013451
epb1.mtx,14736,14736,95053,0.172496,0.115097,0.112434,0.116335,0.120595,0.181291,0.113966,0.115528,0.181684,0.116957
epb2.mtx,25228,25228,175027,0.319982,0.296457,0.199104,0.314474,0.212087,0.29699,0.201312,0.216621,0.337248,0.204685
epb3.mtx,84620,84620,463625,0.924507,0.479545,0.581475,0.477728,0.620875,0.47756,0.766176,0.477973,0.98496,0.483917
Erdos02.mtx,6928,6928,16944,0.069349,0.047304,0.056718,0.047581,0.053983,0.05321,0.051552,0.045981,0.068037,0.048976
Erdos971.mtx,472,472,2628,0.0062,0.005105,0.004263,0.006001,0.004203,0.006054,0.003985,0.004869,0.006289,0.005151
Erdos972.mtx,5488,5488,14170,0.05257,0.042024,0.043479,0.04087,0.040934,0.034702,0.038838,0.034473,0.05191,0.042052
Erdos981.mtx,488,488,2762,0.006404,0.005281,0.004357,0.005262,0.004306,0.005439,0.004206,0.005208,0.006475,0.005286
Erdos982.mtx,5824,5824,14750,0.058723,0.045025,0.045563,0.038669,0.043193,0.037187,0.041174,0.038139,0.05629,0.037917
Erdos991.mtx,492,492,2834,0.006518,0.005461,0.004423,0.005639,0.004299,0.005523,0.004215,0.00547,0.006665,0.005687
Erdos992.mtx,6100,6100,15030,0.057864,0.040606,0.048349,0.039381,0.045255,0.040952,0.044036,0.03969,0.057697,0.039401
eris1176.mtx,1176,1176,18552,0.034657,0.015836,0.018264,0.015841,0.016008,0.01574,0.0156,0.015708,0.133423,0.015747
ESOC.mtx,327064,37832,6019939,10.367793,6.394107,5.264527,5.782269,5.062004,5.35956,8.035898,8.670229,10.732435,5.541021
EternityII_A.mtx,7364,150640,782087,1.388716,0.552245,0.596744,0.566876,0.533517,0.537017,1.159416,1.377718,1.399242,0.545138
EternityII_E.mtx,11080,262144,1503732,2.715844,2.714653,2.520519,2.656641,2.721187,2.610664,3.749655,3.749681,2.789271,2.645651
EternityII_Etilde.mtx,10056,204304,1170516,2.128486,0.883207,0.9036,0.873221,0.794207,1.165199,1.885745,1.65524,2.113231,0.876695
eu-2005.mtx,862664,862664,19235140,44.385019,23.839008,23.395524,26.765679,22.589407,31.604913,38.858106,37.414554,44.630706,25.601206
europe_osm.mtx,50912020,50912020,108109320,624.050706,622.464845,668.473487,610.373166,645.67377,541.266078,,,665.327533,654.537587
eurqsa.mtx,7248,7248,46142,0.096308,0.083488,0.056689,0.055931,0.058645,0.082892,0.056627,0.05458,0.099628,0.054623
EVA.mtx,8500,8500,6726,0.047952,0.030491,0.039878,0.03044,0.037664,0.038484,0.03669,0.03023,0.045333,0.031839
ex10hs.mtx,2548,2548,57308,0.105231,0.061635,0.048315,0.061714,0.04544,0.0627,0.044196,0.044253,0.111968,0.044759
ex10.mtx,2412,2412,54840,0.099457,0.058777,0.045672,0.058867,0.044015,0.040793,0.045199,0.040705,0.101475,0.058603
ex11.mtx,16616,16616,1096948,2.080493,0.77992,0.876229,0.791967,0.766533,0.781348,1.626666,1.502015,2.068086,0.779033
ex12.mtx,3976,3976,80211,0.146273,0.087556,0.06594,0.059373,0.062576,0.087265,0.060354,0.060587,0.148682,0.087227
ex13.mtx,2568,2568,75628,0.135565,0.076274,0.059178,0.077583,0.054144,0.077066,0.053059,0.053472,0.13741,0.053257
ex14.mtx,3252,3252,66775,0.123218,0.072661,0.056015,0.051153,0.052384,0.050369,0.05067,0.051073,0.126453,0.073707
ex15.mtx,6868,6868,98671,0.182348,0.082936,0.089593,0.120358,0.08642,0.083001,0.083674,0.083327,0.186419,0.121094
ex18.mtx,5776,5776,71805,0.145372,0.067713,0.070436,0.064701,0.067057,0.064929,0.065655,0.06844,0.143724,0.064392
ex19.mtx,12008,12008,259879,0.456879,0.192998,0.20636,0.277172,0.195722,0.276338,0.192306,0.193397,0.463236,0.276326
ex1.mtx,216,216,4352,0.00912,0.003915,0.004808,0.003953,0.005811,0.003969,0.004344,0.003839,0.009284,0.005471
EX1.mtx,560,560,8736,0.020277,0.011354,0.009447,0.008785,0.008926,0.011406,0.008575,0.008755,0.020117,0.008853
ex20.mtx,2204,2204,69981,0.129723,0.051803,0.055845,0.051972,0.052072,0.069959,0.049952,0.050824,0.130614,0.069023
ex21.mtx,656,656,19144,0.037838,0.028508,0.016606,0.013623,0.015451,0.013708,0.014891,0.013648,0.035877,0.013754
ex22.mtx,840,840,22715,0.041682,0.016977,0.01891,0.01695,0.017361,0.023514,0.018101,0.016997,0.043217,0.023448
ex23.mtx,1412,1412,43703,0.080435,0.031678,0.0359,0.04468,0.032365,0.03252,0.031351,0.031695,0.081678,0.031773
ex24.mtx,2284,2284,48737,0.088331,0.053813,0.040695,0.037456,0.037473,0.05312,0.036642,0.038773,0.091997,0.03682
ex25.mtx,848,848,24612,0.045321,0.017872,0.020205,0.024777,0.018622,0.01783,0.018092,0.017777,0.046864,0.017838
ex26.mtx,2164,2164,94033,0.178261,0.087607,0.071995,0.065095,0.066152,0.087431,0.064682,0.066136,0.17337,0.087474
ex27.mtx,976,976,40782,0.075551,0.029642,0.032678,0.039223,0.030654,0.030856,0.033054,0.029753,0.079869,0.030849
ex28.mtx,2604,2604,77781,0.140352,0.054567,0.060872,0.055025,0.055086,0.076536,0.055374,0.055587,0.141748,0.055164
ex29.mtx,2872,2872,23754,0.048891,0.037145,0.026369,0.023862,0.026512,0.023839,0.024503,0.026023,0.048307,0.037102
ex2.mtx,444,444,26839,0.049662,0.017995,0.020707,0.023284,0.018623,0.023322,0.019358,0.019158,0.050797,0.023363
EX2.mtx,560,560,8736,0.018482,0.008902,0.009523,0.011326,0.00894,0.011352,0.008666,0.008814,0.019783,0.011321
ex31.mtx,3912,3912,115357,0.210676,0.080717,0.149354,0.079859,0.086909,0.080811,0.081855,0.082222,0.20964,0.113224
ex32.mtx,1160,1160,11343,0.022427,0.011368,0.012535,0.011281,0.012247,0.011295,0.011692,0.011265,0.024681,0.012397
ex33.mtx,1736,1736,22189,0.043442,0.021311,0.022977,0.022345,0.037837,0.0297,0.02107,0.021057,0.046075,0.029575
ex35.mtx,19716,19716,228208,0.439164,0.208801,0.245821,0.208183,0.216246,0.253455,0.206896,0.210552,0.464446,0.20696
ex36.mtx,3080,3080,53843,0.102657,0.063656,0.047892,0.045178,0.046275,0.062646,0.043803,0.044167,0.102347,0.04409
ex37.mtx,3568,3568,67591,0.132607,0.055305,0.060687,0.07409,0.055471,0.055055,0.054335,0.055106,0.131314,0.056154
ex3.mtx,1824,1824,52685,0.095761,0.042251,0.04247,0.055169,0.042755,0.039532,0.037919,0.038336,0.097225,0.055405
EX3.mtx,2600,2600,71760,0.171307,0.079304,0.065604,0.058637,0.05895,0.079072,0.057029,0.058122,0.146228,0.072128
ex3sta1.mtx,17444,17516,68779,0.116698,0.096791,0.095985,0.097139,0.088503,0.123202,0.087216,0.096507,0.116436,0.096486
ex40.mtx,7740,7740,458012,0.895714,0.337325,0.382469,0.338232,0.339646,0.338402,0.325511,0.33673,0.885818,0.337145
ex4.mtx,1604,1604,32299,0.062274,0.036528,0.028422,0.024171,0.044153,0.024259,0.024627,0.024523,0.06001,0.024133
EX4.mtx,2600,2600,71760,0.154126,0.061491,0.064884,0.07938,0.058897,0.058721,0.057338,0.057895,0.144237,0.057649
ex5.mtx,28,28,279,0.001624,0.001039,0.001446,0.001003,0.001364,0.001046,0.001306,0.000695,0.001649,0.000789
EX5.mtx,6548,6548,295680,0.554351,0.205704,0.233197,0.210939,0.207564,0.211484,0.212367,0.204666,0.564463,0.204679
